task_id,task_number,seen_classes,seen_average_accuracy,final_task_accuracy,macro_f1,weighted_f1,balanced_accuracy,old_class_accuracy,new_class_accuracy,taskwise_accuracies
0,1,50,0.8231695411649853,0.3461112918971689,0.6901191791749387,0.8244608925065955,0.7619566659707343,,0.8231695411649853,[0.8231695411649853]
1,2,55,0.7141720237717883,0.14830346930995045,0.6417943959318415,0.7785673177779167,0.7294124833319792,0.7996745850959974,0.6286694624475792,"[0.7996745850959974, 0.6286694624475792]"
2,3,60,0.6344612081382918,0.5536267823930564,0.6120692923203134,0.7492240734631891,0.6894701563359074,0.7450522570602623,0.5796652200867948,"[0.7793036121054344, 0.5444147922226458, 0.5796652200867948]"
3,4,65,0.5953991837785246,0.4138539042821159,0.5473734834450279,0.6864434265608605,0.6381633636608909,0.6846589459721443,0.5972292191435769,"[0.7325740318906606, 0.46282882195958824, 0.5889646621202728, 0.5972292191435769]"
4,5,70,0.6225039533950482,0.1353898886032562,0.5513073847776605,0.6786565175376265,0.624416375676459,0.6664969666115141,0.792630676949443,"[0.73999349170192, 0.4201296225695768, 0.5796652200867948, 0.5801007556675063, 0.792630676949443]"
5,6,75,0.5262068348229468,0.26181818181818184,0.5048631804710447,0.6295508162212494,0.5852420917143534,0.6211092246745897,0.6521212121212121,"[0.7136999674585096, 0.3724742661075105, 0.578425294482331, 0.5380352644836272, 0.30248500428449016, 0.6521212121212121]"
6,7,80,0.5742579532096416,0.5202020202020202,0.5065806985323906,0.6337717753738531,0.5883075418031811,0.6199976528576459,0.7676767676767676,"[0.7060852587048487, 0.310331681280976, 0.5660260384376937, 0.5473551637279597, 0.5089974293059126, 0.6133333333333333, 0.7676767676767676]"
7,8,85,0.5315820022028359,0.5472887767969735,0.4922856432314373,0.6178974618670796,0.5560697795354628,0.6003841373856061,0.5517023959646911,"[0.67875040676863, 0.3739992375142966, 0.5561066336019839, 0.5204030226700251, 0.5244215938303342, 0.48363636363636364, 0.5636363636363636, 0.5517023959646911]"
8,9,90,0.47689696471703935,0.08040201005025126,0.45279077024969877,0.580873871550673,0.5124353477117048,0.5656181665264929,0.1457286432160804,"[0.6529124633908233, 0.3415935951200915, 0.5598264104153751, 0.4128463476070529, 0.4481576692373608, 0.5951515151515151, 0.5838383838383838, 0.5520176544766708, 0.1457286432160804]"
9,10,95,0.4452865487513117,0.08853575482406356,0.44436675314234314,0.5614125125573542,0.514921894756396,0.5567506556451881,0.44721906923950056,"[0.6606573381060853, 0.33206252382767826, 0.5610663360198388, 0.4367758186397985, 0.26906598114824337, 0.52, 0.5888888888888889, 0.5517023959646911, 0.08542713567839195, 0.44721906923950056]"
10,11,100,0.32171503759185194,0.44333333333333336,0.3493880189341814,0.3554237394626295,0.4134385017650487,0.35408334408463427,0.44333333333333336,"[0.3461112918971689, 0.14830346930995045, 0.5536267823930564, 0.4138539042821159, 0.1353898886032562, 0.26181818181818184, 0.5202020202020202, 0.5472887767969735, 0.08040201005025126, 0.08853575482406356, 0.44333333333333336]"
