table,scope,metric,rows,missing,available,missing_percent
all_aggregates_long,setting_type=replay_drift,feature_center_l2,2,0,2,0.0
all_aggregates_long,setting_type=replay_drift,elapsed_minutes,2,2,0,100.0
all_aggregates_long,setting_type=scaler_sensitivity,mean_acc_seen,1,0,1,0.0
all_aggregates_long,setting_type=scaler_sensitivity,min_acc_seen,1,0,1,0.0
all_aggregates_long,setting_type=scaler_sensitivity,final_taskwise_average_accuracy,1,0,1,0.0
all_aggregates_long,setting_type=scaler_sensitivity,forgetting,1,0,1,0.0
all_aggregates_long,setting_type=scaler_sensitivity,backward_transfer,1,0,1,0.0
all_aggregates_long,setting_type=scaler_sensitivity,bwt,1,0,1,0.0
all_aggregates_long,setting_type=scaler_sensitivity,precision_macro,1,1,0,100.0
all_aggregates_long,setting_type=scaler_sensitivity,precision_weighted,1,1,0,100.0
all_aggregates_long,setting_type=scaler_sensitivity,recall_macro,1,1,0,100.0
all_aggregates_long,setting_type=scaler_sensitivity,recall_weighted,1,1,0,100.0
all_aggregates_long,setting_type=scaler_sensitivity,macro_f1,1,0,1,0.0
all_aggregates_long,setting_type=scaler_sensitivity,weighted_f1,1,0,1,0.0
all_aggregates_long,setting_type=scaler_sensitivity,balanced_accuracy,1,0,1,0.0
all_aggregates_long,setting_type=scaler_sensitivity,old_class_accuracy,1,0,1,0.0
all_aggregates_long,setting_type=scaler_sensitivity,new_class_accuracy,1,0,1,0.0
all_aggregates_long,setting_type=scaler_sensitivity,plasticity_stability_gap,1,0,1,0.0
all_aggregates_long,setting_type=scaler_sensitivity,memory_MB,1,0,1,0.0
all_aggregates_long,setting_type=scaler_sensitivity,replay_memory_MB,1,1,0,100.0
all_aggregates_long,setting_type=scaler_sensitivity,generated_replay_MB,1,1,0,100.0
all_aggregates_long,setting_type=scaler_sensitivity,real_buffer_MB,1,1,0,100.0
all_aggregates_long,setting_type=scaler_sensitivity,model_memory_MB,1,1,0,100.0
all_aggregates_long,setting_type=scaler_sensitivity,gpu_peak_memory_MB,1,0,1,0.0
all_aggregates_long,setting_type=scaler_sensitivity,mmd_real_generated,1,0,1,0.0
all_aggregates_long,setting_type=scaler_sensitivity,wasserstein_real_generated,1,0,1,0.0
all_aggregates_long,setting_type=scaler_sensitivity,feature_center_l2,1,1,0,100.0
all_aggregates_long,setting_type=scaler_sensitivity,elapsed_minutes,1,1,0,100.0
