dataset,method,method_raw,setting_type,k,runs,seeds,source_file,source_files,duplicate_source_count,source_kind,context_label,per_task_seen_mean,per_task_seen_min,per_task_seen_max,use_diversity_buffer,use_kd,use_proto_align,gan_train_on_real_buffer,use_wgan_gp,use_projection_critic,main_method_variant,classifier_backbone,clf_optimizer,scaler_mode,buffer_update_mode,result_validity,paper_use_category,validity_reason,mean_acc_seen,min_acc_seen,final_taskwise_average_accuracy,forgetting,backward_transfer,bwt,precision_macro,precision_weighted,recall_macro,recall_weighted,macro_f1,weighted_f1,balanced_accuracy,old_class_accuracy,new_class_accuracy,plasticity_stability_gap,memory_MB,replay_memory_MB,generated_replay_MB,real_buffer_MB,model_memory_MB,gpu_peak_memory_MB,mmd_real_generated,wasserstein_real_generated,feature_center_l2,elapsed_minutes
ember,hybrid_random_buffer,ahr_malcl_v14_5_memory_k100,memory_budget,100,1,[42],result/EMBER/memory budget/k=100/ahr_malcl_v14_5_memory_k100_results.json,result/EMBER/memory budget/k=100/ahr_malcl_v14_5_memory_k100_results.json,1,aggregate,ember,"[0.9133065595716198, 0.8797717521121776, 0.8700988467874794, 0.8349178214631002, 0.8198504687685431, 0.7870617857834592, 0.7784906233391542, 0.7821288228259012, 0.7804968828510281, 0.7688984881209503, 0.7146629480180394]","[0.9133065595716198, 0.8797717521121776, 0.8700988467874794, 0.8349178214631002, 0.8198504687685431, 0.7870617857834592, 0.7784906233391542, 0.7821288228259012, 0.7804968828510281, 0.7688984881209503, 0.7146629480180394]","[0.9133065595716198, 0.8797717521121776, 0.8700988467874794, 0.8349178214631002, 0.8198504687685431, 0.7870617857834592, 0.7784906233391542, 0.7821288228259012, 0.7804968828510281, 0.7688984881209503, 0.7146629480180394]",True,True,True,True,True,True,,mlp,adamw,incremental,strict,valid_memory_budget,memory_budget_table,older memory-budget result used only for memory-budget analysis,0.8117895454219504,0.7146629480180394,0.724358590365041,0.14351281509570954,-0.13930927001979568,-0.13930927001979568,,,,,0.6266638267517698,0.7122034697673852,0.7347282029241672,0.7108265141605573,0.8664259927797834,0.15559947861922607,509.1211471557617,,,,,2797.2919921875,0.0023353099822998047,0.04302326589822769,,
ember,hybrid_random_buffer,ahr_malcl_v14_5_memory_k25,memory_budget,25,1,[42],result/EMBER/memory budget/k=25/ahr_malcl_v14_5_memory_k25_results.json,result/EMBER/memory budget/k=25/ahr_malcl_v14_5_memory_k25_results.json,1,aggregate,ember,"[0.9133065595716198, 0.8823373291458397, 0.8621499176276771, 0.8121575894295843, 0.7965900549863523, 0.7558396281231842, 0.7407182446283501, 0.7084230309243124, 0.681802673614342, 0.6791287682900861, 0.6357702349869452]","[0.9133065595716198, 0.8823373291458397, 0.8621499176276771, 0.8121575894295843, 0.7965900549863523, 0.7558396281231842, 0.7407182446283501, 0.7084230309243124, 0.681802673614342, 0.6791287682900861, 0.6357702349869452]","[0.9133065595716198, 0.8823373291458397, 0.8621499176276771, 0.8121575894295843, 0.7965900549863523, 0.7558396281231842, 0.7407182446283501, 0.7084230309243124, 0.681802673614342, 0.6791287682900861, 0.6357702349869452]",True,True,True,True,True,True,,mlp,adamw,incremental,strict,valid_memory_budget,memory_budget_table,older memory-budget result used only for memory-budget analysis,0.769838548302572,0.6357702349869452,0.6769231926211742,0.23308818455509178,-0.23308818455509178,-0.23308818455509178,,,,,0.5499592916408994,0.6272119926645943,0.6571561965173492,0.6296048428801753,0.8796630565583634,0.25005821367818815,440.9429702758789,,,,,2797.2919921875,0.003925323486328125,0.050839491188526154,,
ember,hybrid_random_buffer,ahr_malcl_v14_5_memory_k50,memory_budget,50,1,[42],result/EMBER/memory budget/k=50/ahr_malcl_v14_5_memory_k50_results.json,result/EMBER/memory budget/k=50/ahr_malcl_v14_5_memory_k50_results.json,1,aggregate,ember,"[0.9133065595716198, 0.8841951607909054, 0.8623146622734761, 0.8150982919755075, 0.8056093991059773, 0.7777261282200271, 0.7713916938729026, 0.7481633350418588, 0.7283583015415155, 0.7172451555988197, 0.6618502254925231]","[0.9133065595716198, 0.8841951607909054, 0.8623146622734761, 0.8150982919755075, 0.8056093991059773, 0.7777261282200271, 0.7713916938729026, 0.7481633350418588, 0.7283583015415155, 0.7172451555988197, 0.6618502254925231]","[0.9133065595716198, 0.8841951607909054, 0.8623146622734761, 0.8150982919755075, 0.8056093991059773, 0.7777261282200271, 0.7713916938729026, 0.7481633350418588, 0.7283583015415155, 0.7172451555988197, 0.6618502254925231]",True,True,True,True,True,True,,mlp,adamw,incremental,strict,valid_memory_budget,memory_budget_table,older memory-budget result used only for memory-budget analysis,0.7895689921350122,0.6618502254925231,0.6855361043447282,0.20049587962362367,-0.20011637298225743,-0.20011637298225743,,,,,0.5871748595936052,0.6578496959280429,0.6972166235624315,0.6571350348310163,0.8483754512635379,0.19124041643252154,463.66902923583984,,,,,2797.2919921875,0.0026475191116333008,0.04934672638773918,,
ember,ahr_malcl_v14_5_oracle_fidelity_k25,ahr_malcl_v14_5_oracle_fidelity_k25,oracle_fidelity,25,1,[42],result/EMBER/oracle-fidelity/ahr_malcl_v14_5_oracle_fidelity_k25_results.json,result/EMBER/oracle-fidelity/ahr_malcl_v14_5_oracle_fidelity_k25_results.json,1,aggregate,ember,"[0.9133065595716198, 0.8894147830318043, 0.8670922570016475, 0.8108282307444409, 0.7870168914909609, 0.7355800890954871, 0.731531394730848, 0.703878352981377, 0.6906733662107255, 0.6703069388251757, 0.6080287206266318]","[0.9133065595716198, 0.8894147830318043, 0.8670922570016475, 0.8108282307444409, 0.7870168914909609, 0.7355800890954871, 0.731531394730848, 0.703878352981377, 0.6906733662107255, 0.6703069388251757, 0.6080287206266318]","[0.9133065595716198, 0.8894147830318043, 0.8670922570016475, 0.8108282307444409, 0.7870168914909609, 0.7355800890954871, 0.731531394730848, 0.703878352981377, 0.6906733662107255, 0.6703069388251757, 0.6080287206266318]",True,True,True,True,True,True,,mlp,adamw,incremental,strict,unknown_review_needed,manual_review_needed,"not part of main final, ablation, memory-budget, or replay-drift evidence categories",0.7643325076646107,0.6080287206266318,0.6607281904770261,0.24220661924619283,-0.24220661924619283,-0.24220661924619283,,,,,0.5314012479708017,0.6041506713562321,0.6453790668755788,0.6019225504213184,0.8495788206979543,0.24765627027663595,440.9429702758789,,,,,2797.2919921875,0.004390239715576172,0.052381135523319244,3.859928902387619,
ember,ahr_malcl_v14_5_ordering_random,ahr_malcl_v14_5_ordering_random,ordering_sensitivity,25,1,[42],result/EMBER/ordering/ahr_malcl_v14_5_ordering_sensitivity_results.json,result/EMBER/ordering/ahr_malcl_v14_5_ordering_sensitivity_results.json;result/EMBER/ordering/random/ahr_malcl_v14_5_ordering_random_results.json,2,aggregate,random/ember,"[0.9133065595716198, 0.8851240766134383, 0.8545304777594728, 0.8134869481147277, 0.7907353930139641, 0.7513848537671897, 0.7400349252144863, 0.7176148983427302, 0.6771812288700723, 0.6784899461564201, 0.6277296463327795]","[0.9133065595716198, 0.8851240766134383, 0.8545304777594728, 0.8134869481147277, 0.7907353930139641, 0.7513848537671897, 0.7400349252144863, 0.7176148983427302, 0.6771812288700723, 0.6784899461564201, 0.6277296463327795]","[0.9133065595716198, 0.8851240766134383, 0.8545304777594728, 0.8134869481147277, 0.7907353930139641, 0.7513848537671897, 0.7400349252144863, 0.7176148983427302, 0.6771812288700723, 0.6784899461564201, 0.6277296463327795]",True,True,True,True,True,True,,mlp,adamw,incremental,strict,unknown_review_needed,manual_review_needed,"not part of main final, ablation, memory-budget, or replay-drift evidence categories",0.7681471776142637,0.6277296463327795,0.6713799615609619,0.2393604590690533,-0.2393604590690533,-0.2393604590690533,,,,,0.5308459267236827,0.6146380291975977,0.6470435756936745,0.6211784747361057,0.8868832731648616,0.26570479842875594,440.9429702758789,,,,,2797.2919921875,0.003504037857055664,0.05384672433137894,,
ember,ahr_malcl_v14_5_ordering_giant_first,ahr_malcl_v14_5_ordering_giant_first,ordering_sensitivity,25,1,[42],result/EMBER/ordering/ahr_malcl_v14_5_ordering_sensitivity_results.json,result/EMBER/ordering/ahr_malcl_v14_5_ordering_sensitivity_results.json,1,aggregate,giant_first/ember,"[0.8889445557782231, 0.8800340793655995, 0.8471337579617835, 0.7953653286057997, 0.7439542585765169, 0.7348522319772475, 0.7121383744068575, 0.7161264894036322, 0.6814614343707713, 0.6652530984022696, 0.6252373605506765]","[0.8889445557782231, 0.8800340793655995, 0.8471337579617835, 0.7953653286057997, 0.7439542585765169, 0.7348522319772475, 0.7121383744068575, 0.7161264894036322, 0.6814614343707713, 0.6652530984022696, 0.6252373605506765]","[0.8889445557782231, 0.8800340793655995, 0.8471337579617835, 0.7953653286057997, 0.7439542585765169, 0.7348522319772475, 0.7121383744068575, 0.7161264894036322, 0.6814614343707713, 0.6652530984022696, 0.6252373605506765]",True,True,True,True,True,True,,mlp,adamw,incremental,strict,unknown_review_needed,manual_review_needed,"not part of main final, ablation, memory-budget, or replay-drift evidence categories",0.7536819063090342,0.6252373605506765,0.7335566223354694,0.17377363894730688,-0.1728964459648507,-0.1728964459648507,,,,,0.5220652278132821,0.6431278467866398,0.6534118798550739,0.624428848738241,0.7488584474885844,0.12442959875034343,440.9429702758789,,,,,2797.2919921875,0.007110595703125,0.06429704278707504,,
ember,replay_drift_k0_no_anchor,ahr_malcl_v14_5_replay_drift_k0_no_anchor,replay_drift,0,1,[42],result/EMBER/reply drift /ahr_malcl_v14_5_replay_drift_results.json,result/EMBER/reply drift /ahr_malcl_v14_5_replay_drift_results.json,1,aggregate,k0_no_anchor/results/ember,"[0.9133065595716198, 0.7930287079223249, 0.7573723228995057, 0.4025539800193361, 0.5164761264290518, 0.3099748208405966, 0.26592513856199224, 0.252554245685973, 0.27710058621010514, 0.2808992182033888, 0.2190837882743888]","[0.9133065595716198, 0.7930287079223249, 0.7573723228995057, 0.4025539800193361, 0.5164761264290518, 0.3099748208405966, 0.26592513856199224, 0.252554245685973, 0.27710058621010514, 0.2808992182033888, 0.2190837882743888]","[0.9133065595716198, 0.7930287079223249, 0.7573723228995057, 0.4025539800193361, 0.5164761264290518, 0.3099748208405966, 0.26592513856199224, 0.252554245685973, 0.27710058621010514, 0.2808992182033888, 0.2190837882743888]",True,True,True,True,True,True,,mlp,adamw,incremental,strict,valid_replay_drift,replay_drift_table,replay-drift result used only for replay-drift analysis,0.4534795904198438,0.2190837882743888,0.4444599835909333,0.5452073788799454,-0.5452073788799454,-0.5452073788799454,,,,,0.2535719429585274,0.2252392912178229,0.2983363041008694,0.20016426854865696,0.9675090252707581,0.7673447567221011,418.21691131591797,,,,,2797.2919921875,0.061982035636901855,0.20688503980636597,7.059882724285126,
ember,replay_drift_k25_anchor,ahr_malcl_v14_5_replay_drift_k25_anchor,replay_drift,25,1,[42],result/EMBER/reply drift /ahr_malcl_v14_5_replay_drift_results.json,result/EMBER/reply drift /ahr_malcl_v14_5_replay_drift_results.json,1,aggregate,k25_anchor/results/ember,"[0.9133065595716198, 0.8885301012960587, 0.8656507413509061, 0.8099822752175314, 0.7837335337632026, 0.7432500484214604, 0.7253815200060739, 0.7112933538356399, 0.7046927824819329, 0.6756912968089314, 0.6251780204130074]","[0.9133065595716198, 0.8885301012960587, 0.8656507413509061, 0.8099822752175314, 0.7837335337632026, 0.7432500484214604, 0.7253815200060739, 0.7112933538356399, 0.7046927824819329, 0.6756912968089314, 0.6251780204130074]","[0.9133065595716198, 0.8885301012960587, 0.8656507413509061, 0.8099822752175314, 0.7837335337632026, 0.7432500484214604, 0.7253815200060739, 0.7112933538356399, 0.7046927824819329, 0.6756912968089314, 0.6251780204130074]",True,True,True,True,True,True,,mlp,adamw,incremental,strict,valid_replay_drift,replay_drift_table,replay-drift result used only for replay-drift analysis,0.7678809302878515,0.6251780204130074,0.6733258872535863,0.23545649479131478,-0.23545649479131478,-0.23545649479131478,,,,,0.5374219450884945,0.6228222934487795,0.6539294966421165,0.6185319258966325,0.8880866425992779,0.2695547167026454,440.9429702758789,,,,,2797.2919921875,0.006438255310058594,0.06532979011535645,3.740426205098629,
ember,ahr_malcl_v14_5_scaler_incremental,ahr_malcl_v14_5_scaler_incremental,scaler_sensitivity,25,1,[42],result/EMBER/scaler-sensitivity/incremental/ahr_malcl_v14_5_scaler_incremental_results.json,result/EMBER/scaler-sensitivity/incremental/ahr_malcl_v14_5_scaler_incremental_results.json,1,aggregate,ember,"[0.9133065595716198, 0.8836201176626709, 0.8602553542009884, 0.8103045439896874, 0.7891926104671863, 0.7399573891148558, 0.7346822564725534, 0.722022894242269, 0.689153562234422, 0.6735923097983147, 0.6345537621647283]","[0.9133065595716198, 0.8836201176626709, 0.8602553542009884, 0.8103045439896874, 0.7891926104671863, 0.7399573891148558, 0.7346822564725534, 0.722022894242269, 0.689153562234422, 0.6735923097983147, 0.6345537621647283]","[0.9133065595716198, 0.8836201176626709, 0.8602553542009884, 0.8103045439896874, 0.7891926104671863, 0.7399573891148558, 0.7346822564725534, 0.722022894242269, 0.689153562234422, 0.6735923097983147, 0.6345537621647283]",True,True,True,True,True,True,,mlp,adamw,incremental,strict,unknown_review_needed,manual_review_needed,"not part of main final, ablation, memory-budget, or replay-drift evidence categories",0.7682401236290268,0.6345537621647283,0.6726630241439296,0.23289834121778147,-0.23289834121778147,-0.23289834121778147,,,,,0.5315735691257005,0.627277735182693,0.6584732972745485,0.628448879019256,0.8760529482551144,0.24760406923585843,440.9429702758789,,,,,2797.2919921875,0.006028294563293457,0.05600295960903168,,
az_class,classifier_real_only,ahr_malcl_v15_1_final_ablation_critic5_az_k100_classifier_real_only,ablation,100,5,"[42, 43, 44, 45, 46]",result/final-run/AZ-Class/ablation/classifier_real_only/ahr_malcl_v15_1_final_ablation_critic5_az_k100_classifier_real_only_results.json,result/final-run/AZ-Class/ablation/classifier_real_only/ahr_malcl_v15_1_final_ablation_critic5_az_k100_classifier_real_only_results.json,1,aggregate,az,"[0.8453291426857514, 0.113206246915645, 0.05617060692184628, 0.06345788263230964, 0.109869903348826, 0.056300447508487596, 0.0862268298198483, 0.06106564037495667, 0.04264433540873862, 0.03506909696811954, 0.04650022759900557]","[0.8298937384736981, 0.07403785307484324, 0.019087548960114747, 0.013908949874284492, 0.1004546946046032, 0.017254699974246716, 0.06071796633459292, 0.04283457624628045, 0.00879561762209706, 0.012274659240803166, 0.008788823138065059]","[0.8590362938189026, 0.13675991206125387, 0.0991193938152775, 0.14723784128456321, 0.13012406380424218, 0.146004972456491, 0.10511399686984477, 0.10747827442422353, 0.0885070694325899, 0.060769085053987495, 0.07489758044749466]",False,False,False,False,True,True,,mlp,adamw,incremental,strict,valid_ablation,ablation_table,controlled ablation result under final ablation folders,0.13780366910759406,0.014248405073218357,0.08946671364087033,0.9629409859866392,-0.9629409859866392,-0.9629409859866392,0.004422256372954097,0.004403943918465711,0.05113324419475336,0.04650022759900557,0.0063446267537368515,0.007610594193399903,0.05113324419475336,0.0002742569120154177,0.978260834176558,0.9779865772645424,358.14713287353516,,,,,429.2080078125,,,,
az_class,hybrid_diversity_buffer,ahr_malcl_v15_1_final_ablation_critic5_az_k100_hybrid_diversity_buffer,ablation,100,5,"[42, 43, 44, 45, 46]",result/final-run/AZ-Class/ablation/hybrid_diversity_buffer/ahr_malcl_v15_1_final_ablation_critic5_az_k100_hybrid_diversity_buffer_results.json,result/final-run/AZ-Class/ablation/hybrid_diversity_buffer/ahr_malcl_v15_1_final_ablation_critic5_az_k100_hybrid_diversity_buffer_results.json,1,aggregate,az,"[0.8466899149505753, 0.7689777667575193, 0.7372980662243446, 0.7059639840388999, 0.6743134212230177, 0.655409641650261, 0.634485836546798, 0.6074235894691813, 0.5928987504370831, 0.5827952616633074, 0.575580377464197]","[0.8336699745323615, 0.7285055142921449, 0.7095492911127048, 0.6724065957002714, 0.6552289879529367, 0.6425015022748733, 0.6049467536928891, 0.5765034348480952, 0.5740527702527183, 0.5669255540822126, 0.5633600616268076]","[0.8645434552415086, 0.7845596272219985, 0.7561981229316986, 0.7298988926336062, 0.6978087554303719, 0.6757588672633423, 0.6550061334122922, 0.6479653159340659, 0.6073011429904362, 0.5992142910088207, 0.5994607654329633]",True,False,False,True,True,True,,mlp,adamw,incremental,strict,valid_ablation,ablation_table,controlled ablation result under final ablation folders,0.6710760554931987,0.5744673115381607,0.6342210366150113,0.2099609595151745,-0.20739508324113481,-0.20739508324113481,0.5179186113494532,0.6422593101783429,0.7457115199249309,0.575580377464197,0.554252600589556,0.5692830971452374,0.7457115199249309,0.5679209091157483,0.7519264080655375,0.18400549894978913,544.3806533813477,,,,,3041.49833984375,0.003361082077026367,0.055605466663837436,,
az_class,hybrid_random_buffer,ahr_malcl_v15_1_final_ablation_critic5_az_k100_hybrid_random_buffer,ablation,100,5,"[42, 43, 44, 45, 46]",result/final-run/AZ-Class/ablation/hybrid_random_buffer/ahr_malcl_v15_1_final_ablation_critic5_az_k100_hybrid_random_buffer_results.json,result/final-run/AZ-Class/ablation/hybrid_random_buffer/ahr_malcl_v15_1_final_ablation_critic5_az_k100_hybrid_random_buffer_results.json,1,aggregate,az,"[0.8463238518363088, 0.7895713064391991, 0.7685623358369622, 0.7542325497878284, 0.7326416865130057, 0.7206019728175408, 0.713801161778492, 0.6991179636329445, 0.6860157396713533, 0.6823931521106498, 0.6764732658706538]","[0.8318257662246421, 0.745160927301373, 0.7383461135322998, 0.7205229523391385, 0.7059485304457882, 0.695530854032295, 0.6913002404671934, 0.6875407431551499, 0.6776300443200374, 0.6726623789667114, 0.6687208935887111]","[0.863566017756781, 0.8137408941579775, 0.790279943062428, 0.7893661879035446, 0.7618775370190384, 0.7364682483307288, 0.7379638009049774, 0.7262620192307693, 0.692384846848237, 0.6966466226435976, 0.6856682656955776]",False,False,False,True,True,True,,mlp,adamw,incremental,strict,valid_memory_efficient_hr,memory_efficient_hr_table,ablation hybrid_random_buffer aggregate provides simplified HR memory-efficient result,0.7336122714813581,0.6737907262919512,0.7129473423550008,0.12891016499330912,-0.12891016499330912,-0.12891016499330912,0.5995743490154994,0.7347139485255028,0.7959336956981928,0.6764732658706538,0.6404831115244924,0.682600260601333,0.7959336956981928,0.6743425697823895,0.7388623782823496,0.06451980849996028,544.3806533813477,,,,,3027.26796875,0.0025661230087280274,0.053205561637878415,,
az_class,malcl_like,ahr_malcl_v15_1_final_ablation_critic5_az_k100_malcl_like,ablation,100,5,"[42, 43, 44, 45, 46]",result/final-run/AZ-Class/ablation/malcl_like/ahr_malcl_v15_1_final_ablation_critic5_az_k100_malcl_like_results.json,result/final-run/AZ-Class/ablation/malcl_like/ahr_malcl_v15_1_final_ablation_critic5_az_k100_malcl_like_results.json,1,aggregate,az,"[0.8476964916248197, 0.39888380621217207, 0.27519126323644516, 0.2328107230592497, 0.164922124925714, 0.13106125602029567, 0.15578058664084468, 0.12396301257276618, 0.09753937398243887, 0.08107261415150757, 0.0952414300220596]","[0.8307719329059454, 0.341942381273914, 0.2134936834556187, 0.19237147595356552, 0.12581356019064213, 0.0917675336938793, 0.13472357345289962, 0.08250982697182323, 0.05536116942694969, 0.06248610184567489, 0.056444553380720616]","[0.8669055958296, 0.44477295125464333, 0.3923269843421677, 0.2930557385689814, 0.18783105986031032, 0.18539865513928913, 0.19502262443438914, 0.17625488917861798, 0.17055701933424872, 0.11225610911157416, 0.1344234742112819]",False,False,False,False,False,False,,mlp,adamw,incremental,strict,valid_ablation,ablation_table,controlled ablation result under final ablation folders,0.2367420620407558,0.06989032135181635,0.14867544322453524,0.8722509386959125,-0.8722509386959125,-0.8722509386959125,0.08723907950876011,0.17471849669849304,0.08766219775872522,0.0952414300220596,0.04179645781038094,0.07009409032912989,0.08766219775872522,0.05390797830629179,0.9406461117262497,0.886738133419958,451.2531509399414,,,,,2652.66796875,0.06835167407989502,0.23560064435005187,,
az_class,plus_kd,ahr_malcl_v15_1_final_ablation_critic5_az_k100_plus_kd,ablation,100,5,"[42, 43, 44, 45, 46]",result/final-run/AZ-Class/ablation/plus_kd/ahr_malcl_v15_1_final_ablation_critic5_az_k100_plus_kd_results.json,result/final-run/AZ-Class/ablation/plus_kd/ahr_malcl_v15_1_final_ablation_critic5_az_k100_plus_kd_results.json,1,aggregate,az,"[0.8466899149505753, 0.79700975211182, 0.7562601065694278, 0.7236235976266838, 0.6880937682490502, 0.6673318327863175, 0.6522679867421705, 0.6305732755413899, 0.6135854054225859, 0.6066453193172409, 0.5904688539514689]","[0.8336699745323615, 0.7562457798784605, 0.7249406961990401, 0.7025151325401795, 0.6663385365396335, 0.6554594940762087, 0.6358911647814124, 0.6122065352157741, 0.5896670030272452, 0.579996211403675, 0.5734794635666515]","[0.8645434552415086, 0.8170975574917869, 0.7703032604567894, 0.7487829668860001, 0.707213443452523, 0.6847563574371359, 0.6677805507381245, 0.6412688873626373, 0.6237057928526366, 0.6188570157883033, 0.6116460660387268]",True,True,False,True,True,True,,mlp,adamw,incremental,strict,valid_ablation,ablation_table,controlled ablation result under final ablation folders,0.6884136193880664,0.5904688539514689,0.6454140104414032,0.19705917409512816,-0.1949786132955474,-0.1949786132955474,0.526174820149231,0.6606912563325078,0.7610352099121424,0.5904688539514689,0.5652268075579115,0.5873242541844328,0.7610352099121424,0.5846709573959069,0.72371803584617,0.1390470784502631,544.3806533813477,,,,,2940.0517578125,0.0028406381607055664,0.04178097173571586,,
az_class,real_buffer_only,ahr_malcl_v15_1_final_ablation_critic5_az_k100_real_buffer_only,ablation,100,5,"[42, 43, 44, 45, 46]",result/final-run/AZ-Class/ablation/real_buffer_only/ahr_malcl_v15_1_final_ablation_critic5_az_k100_real_buffer_only_results.json,result/final-run/AZ-Class/ablation/real_buffer_only/ahr_malcl_v15_1_final_ablation_critic5_az_k100_real_buffer_only_results.json,1,aggregate,az,"[0.8453291426857514, 0.7840753393039478, 0.7495662799041978, 0.7175598612081298, 0.6862196059314316, 0.6661486540722084, 0.6504015664673742, 0.6277321701324465, 0.6046340953801838, 0.5984247906164621, 0.5793480163871283]","[0.8298937384736981, 0.7258609047940581, 0.7082252992773211, 0.6904612815696097, 0.660854075844935, 0.6555842636376932, 0.6374098248024733, 0.6138063432388113, 0.5869223007063572, 0.5718507293047925, 0.5571623656290486]","[0.8590362938189026, 0.8158120268533067, 0.7704962796095297, 0.7396890235867704, 0.6998456348979475, 0.6743022136669875, 0.6721719457013575, 0.6456473214285714, 0.625487067205997, 0.6231130001465631, 0.5927028257291922]",True,True,True,False,True,True,,mlp,adamw,incremental,strict,valid_ablation,ablation_table,controlled ablation result under final ablation folders,0.6826763201899329,0.5793480163871283,0.6182264901486836,0.18304436462458806,-0.1776892501548645,-0.1776892501548645,0.517294826067192,0.6533230731460049,0.7516389140112023,0.5793480163871283,0.5522603396107886,0.5741783139409573,0.7516389140112023,0.5738355747241142,0.6971303476275922,0.12329477290347793,451.2638931274414,,,,,445.21533203125,,,,
az_class,wgan_projection_generated_only,ahr_malcl_v15_1_final_ablation_critic5_az_k100_wgan_projection_generated_only,ablation,100,5,"[42, 43, 44, 45, 46]",result/final-run/AZ-Class/ablation/wgan_projection_generated_only/ahr_malcl_v15_1_final_ablation_critic5_az_k100_wgan_projection_generated_only_results.json,result/final-run/AZ-Class/ablation/wgan_projection_generated_only/ahr_malcl_v15_1_final_ablation_critic5_az_k100_wgan_projection_generated_only_results.json,1,aggregate,az,"[0.8463238518363088, 0.48368385559653027, 0.3657371122012477, 0.3280826452048117, 0.2655854054321068, 0.27623792483443144, 0.252731056818581, 0.18940080120724387, 0.18769678612742605, 0.17954672670793198, 0.15958541965755102]","[0.8318257662246421, 0.3347400405131668, 0.29475368235229216, 0.24212064287205176, 0.17986218534664605, 0.16907030646407417, 0.15346959807626245, 0.12798464184297884, 0.16320659357748232, 0.12846255312912208, 0.0976924962358626]","[0.863566017756781, 0.7186718216966114, 0.43559287323366785, 0.38768522976515274, 0.3726746271716292, 0.3999518768046198, 0.3278158710748133, 0.26425314679864387, 0.23543357999856313, 0.23616510000706764, 0.20179277985923877]",False,False,False,False,True,True,,mlp,adamw,incremental,strict,valid_ablation,ablation_table,controlled ablation result under final ablation folders,0.3213283259658337,0.13304131758706905,0.28016532717304365,0.7313132700246685,-0.7313132700246685,-0.7313132700246685,0.3805783987654078,0.4622059943967681,0.22447476976841924,0.15958541965755102,0.1818312067007445,0.14765226734541298,0.22447476976841924,0.120362424100291,0.9516839674814603,0.8313215433811694,451.2638931274414,,,,,2933.87841796875,0.11341314315795899,0.3264388918876648,,
az_class,hybrid_random_buffer,ahr_malcl_hr_hybrid_random_buffer_az_k200,final_best_performance,200,5,"[42, 43, 44, 45, 46]",result/final-run/AZ-Class/best-performance setting/K=200/ahr_malcl_hr_hybrid_random_buffer_az_k200_results.json,result/final-run/AZ-Class/best-performance setting/K=200/ahr_malcl_hr_hybrid_random_buffer_az_k200_results.json,1,aggregate,az,"[0.8466899149505753, 0.7991300680791296, 0.7855023237668054, 0.7757628222210233, 0.7592860139735114, 0.7497741213060303, 0.7409464526567783, 0.7301694202528417, 0.7218998231441437, 0.7152895998632846, 0.7095206414790434]","[0.8336699745323615, 0.7588903893765474, 0.7454625696474871, 0.7463994990607389, 0.735855247738246, 0.7231142216732995, 0.7143163861216077, 0.7202759050699505, 0.7166822329190315, 0.7109689730723019, 0.6942820126755138]","[0.8645434552415086, 0.8188115983430938, 0.8096798416274148, 0.8003689550665437, 0.7778285975644618, 0.7680982791400576, 0.7691402714932126, 0.7467805631868132, 0.7338446014127145, 0.7279300549673516, 0.7163766238313667]",False,False,False,True,True,True,hybrid_random_buffer,mlp,adamw,incremental,strict,valid_main_hr,main_final_table,official best-performance simplified AHR-MalCL-HR result,0.7576337456084699,0.7079845606899555,0.7431381495182756,0.08434590504668309,-0.08173960899162326,-0.08173960899162326,0.6260246180430566,0.7563899350733925,0.8347580429980068,0.7095206414790434,0.6748001724012352,0.713225893202971,0.8347580429980068,0.7093995546917099,0.7310848564226999,0.02168530173099008,637.1435699462891,,,,,3065.92021484375,0.0013326883316040039,0.038284732401371,,
az_class,hybrid_random_buffer,ahr_malcl_v15_1_final_paper_critic5_az_k100,final_memory_efficient,100,5,"[42, 43, 44, 45, 46]",result/final-run/AZ-Class/memory-efficient setting/ahr_malcl_v15_1_final_paper_critic5_az_k100_results.json,result/final-run/AZ-Class/memory-efficient setting/ahr_malcl_v15_1_final_paper_critic5_az_k100_results.json,1,aggregate,az,"[0.8463238518363088, 0.7936318251101928, 0.7588416545036542, 0.7249178331870432, 0.6893005514059533, 0.6667348936873077, 0.6567508676485163, 0.6310521845139825, 0.6164934906467872, 0.6073262960581294, 0.5896074792534753]","[0.8318257662246421, 0.7543326581138871, 0.7318364870083301, 0.7027172057173521, 0.6783682673089735, 0.6607314725697786, 0.6459120577121265, 0.6156061272647282, 0.6016145307769929, 0.5826861147944686, 0.5669666304842607]","[0.863566017756781, 0.8093843736609055, 0.7719298245614035, 0.7529021558872305, 0.7092662433761397, 0.6762797745891935, 0.6679638009049774, 0.6415009778357236, 0.6321215604569294, 0.622050417704822, 0.60138660317238]",True,True,True,True,True,True,,mlp,adamw,incremental,strict,legacy_or_config_mismatch,supplementary_only,memory-efficient file uses full-complexity flags; not the final simplified AHR-MalCL-HR method,0.6891800843501228,0.5895019626206466,0.6422426014676196,0.19935236956762542,-0.1963453242153546,-0.1963453242153546,0.5309993634395409,0.6600715844663163,0.760124471362527,0.5896074792534753,0.5684592218802995,0.5854228536360768,0.760124471362527,0.5833700070090317,0.7359533605782264,0.1525833535691944,544.3806533813477,,,,,4876.398828125,0.0043370723724365234,0.04799426048994064,,
