task_id,task_number,seen_classes,seen_average_accuracy,final_task_accuracy,macro_f1,weighted_f1,balanced_accuracy,old_class_accuracy,new_class_accuracy,taskwise_accuracies
0,1,50,0.5384953805543334,0.3427188737351518,0.546295602213887,0.5145521762169634,0.7331753819509452,,0.5384953805543334,[0.5384953805543334]
1,2,55,0.5130604493826021,0.419746835443038,0.4733600128680304,0.4548230324460225,0.6775293405316986,0.46207026585381183,0.5640506329113925,"[0.46207026585381183, 0.5640506329113925]"
2,3,60,0.4841640463090742,0.38200339558573854,0.4817793879070073,0.437113222609904,0.6529801820169141,0.44956949569495697,0.45840407470288624,"[0.4361133806800327, 0.5579746835443038, 0.45840407470288624]"
3,4,65,0.5141995751067768,0.6250871080139373,0.4593741336480642,0.417252146323802,0.6265332497257845,0.38491397398237515,0.7017421602787457,"[0.36169945320847213, 0.5179746835443038, 0.47538200339558573, 0.7017421602787457]"
4,5,70,0.4908766219751248,0.38951781970649896,0.4555784299290391,0.40729239040576226,0.5997000872003747,0.3916776428118445,0.5505241090146751,"[0.3550373955125385, 0.4911392405063291, 0.41935483870967744, 0.6383275261324042, 0.5505241090146751]"
5,6,75,0.38680258748229,0.016908212560386472,0.4155526279294433,0.39805838865401505,0.564719409450643,0.3991435063800035,0.033816425120772944,"[0.36741876689083025, 0.4881012658227848, 0.3930390492359932, 0.6480836236933798, 0.390356394129979, 0.033816425120772944]"
6,7,80,0.37682579273116834,0.4844379348224094,0.40244748627569826,0.3713275546372767,0.518147748145114,0.34771224997853895,0.4884657634566093,"[0.3136195085161209, 0.3878481012658228, 0.3777589134125637, 0.6313588850174217, 0.4121593291404612, 0.026570048309178744, 0.4884657634566093]"
7,8,85,0.3392867639592597,0.06291946308724833,0.38473825487361696,0.35767467222189364,0.500572459876935,0.36693687809750664,0.05704697986577181,"[0.3214757086292502, 0.41822784810126584, 0.4134125636672326, 0.6257839721254356, 0.34046121593291406, 0.024154589371980676, 0.513731233980227, 0.05704697986577181]"
8,9,90,0.28562144980177007,0.20421393841166938,0.3678521618875425,0.3293162214831435,0.4804517233971198,0.32265530289115024,0.22042139384116693,"[0.31299101250707057, 0.3529113924050633, 0.30390492359932086, 0.6376306620209059, 0.1878406708595388, 0.014492753623188406, 0.4774807762724277, 0.06291946308724833, 0.22042139384116693]"
9,10,95,0.27111375102255786,0.002173913043478261,0.33712751773589666,0.3285098949050286,0.46041459905534177,0.33350096989726274,0.006521739130434782,"[0.311922569291685, 0.3594936708860759, 0.32088285229202035, 0.6236933797909407, 0.3421383647798742, 0.012077294685990338, 0.48773343097766386, 0.05704697986577181, 0.18962722852512157, 0.006521739130434782]"
10,11,100,0.26668717382127977,0.0038314176245210726,0.32131623282965216,0.34768740787748387,0.4490875628174091,0.3565623012227013,0.0038314176245210726,"[0.3427188737351518, 0.419746835443038, 0.38200339558573854, 0.6250871080139373, 0.38951781970649896, 0.016908212560386472, 0.4844379348224094, 0.06291946308724833, 0.20421393841166938, 0.002173913043478261, 0.0038314176245210726]"
