class_label,accuracy
0,0.9755351681957186
1,0.7241962774957699
62,0.9901960784313726
76,1.0
37,0.42771084337349397
99,0.8571428571428571
78,0.88
38,0.5862068965517241
2,0.5951589938300902
84,1.0
60,0.9204545454545454
26,0.7417218543046358
69,0.972972972972973
33,0.888235294117647
51,0.71875
4,0.9446098868374032
92,0.6511627906976745
7,0.9879101899827288
10,0.26034063260340634
74,0.3870967741935484
45,0.6690647482014388
9,0.9804772234273319
20,0.9339853300733496
18,0.9555084745762712
73,0.9838709677419355
19,0.919047619047619
25,0.7370030581039755
21,0.410958904109589
70,0.8405797101449275
23,0.9240121580547113
97,0.7777777777777778
90,0.9016393442622951
29,0.8652173913043478
67,0.8941176470588236
5,0.7307963354474982
82,1.0
28,0.28771929824561404
43,0.3873239436619718
63,0.5495495495495496
66,0.7111111111111111
44,0.9425287356321839
50,0.9921259842519685
58,0.9809523809523809
55,0.7142857142857143
96,0.9318181818181818
27,0.7551724137931034
39,0.9822485207100592
22,0.1977077363896848
80,1.0
71,0.9863013698630136
41,0.92
48,0.16083916083916083
47,1.0
79,0.873015873015873
52,0.9830508474576272
16,0.9857142857142858
54,1.0
89,0.95
64,0.8181818181818182
59,0.845360824742268
13,0.6019417475728155
49,0.2702702702702703
83,0.39344262295081966
40,0.9294117647058824
11,0.7995049504950495
42,0.6363636363636364
6,0.8365310821181888
77,1.0
94,0.5333333333333333
86,0.7450980392156863
93,0.9111111111111111
31,0.5524193548387096
36,0.9523809523809523
88,1.0
56,0.3875968992248062
98,0.24
91,0.9761904761904762
17,0.9918032786885246
81,0.5652173913043478
24,0.9449838187702265
34,0.8106796116504854
12,0.9858356940509915
87,0.49122807017543857
8,0.8462238398544131
46,0.8561151079136691
72,0.9605263157894737
57,0.746031746031746
53,0.992
14,0.7777777777777778
65,0.9375
15,0.9057815845824411
68,0.821917808219178
35,0.8652849740932642
85,0.88
61,0.8230088495575221
95,0.9230769230769231
32,0.9326424870466321
3,0.7078410311493019
30,0.8111587982832618
75,1.0
