dataset,seed,metric,metric_desirability,anchor_main_effect_raw,generation_main_effect_raw,interaction_raw,anchor_main_effect_benefit_aligned,generation_main_effect_benefit_aligned,interaction_benefit_aligned,decomposition_label
az_class,42,sw_aia,higher_is_better,0.49073014487139355,0.11496944815049842,-0.2300475135024821,0.49073014487139355,0.11496944815049842,-0.2300475135024821,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,42,forgetting,lower_is_better,-0.8212627462258935,-0.03820185377410652,0.12423909245178699,0.8212627462258935,0.03820185377410652,-0.12423909245178699,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,42,bwt,higher_is_better,0.8260165072467238,0.03344809275327614,-0.1337466144934477,0.8260165072467238,0.03344809275327614,-0.1337466144934477,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,42,acquisition,higher_is_better,-0.1403650393797462,-0.00029496062025380354,0.04702844239585602,-0.1403650393797462,-0.00029496062025380354,0.04702844239585602,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,42,final_old_task_accuracy,higher_is_better,0.7251962220557249,0.03367457794427522,-0.09578944411144956,0.7251962220557249,0.03367457794427522,-0.09578944411144956,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,42,final_new_task_accuracy,higher_is_better,-0.5358125812672176,-0.0055094187327823785,0.13774116253443525,-0.5358125812672176,-0.0055094187327823785,0.13774116253443525,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,42,macro_f1,higher_is_better,0.6125694786740314,0.045158392284810264,-0.11961118469520046,0.6125694786740314,0.045158392284810264,-0.11961118469520046,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,42,weighted_f1,higher_is_better,0.6689230059280936,0.025609686672999864,-0.07728962186313552,0.6689230059280936,0.025609686672999864,-0.07728962186313552,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,42,balanced_accuracy,higher_is_better,0.7320990325786307,0.047139012719408846,-0.10181842943539532,0.7320990325786307,0.047139012719408846,-0.10181842943539532,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,43,final_tm_accuracy,higher_is_better,0.4992725805819485,0.16081114669077873,-0.31447025207298795,0.4992725805819485,0.16081114669077873,-0.31447025207298795,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,43,tm_aia,higher_is_better,0.3850695563821712,0.1210787942573407,-0.23824371121639554,0.3850695563821712,0.1210787942573407,-0.23824371121639554,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,43,sw_aia,higher_is_better,0.5399210376159729,0.08292944406876944,-0.17427940982390486,0.5399210376159729,0.08292944406876944,-0.17427940982390486,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
