File Path,Dataset,Method,Setting Type,K,Seed,use_diversity_buffer,use_kd,use_proto_align,gan_train_on_real_buffer,result_validity,paper_use_category,validity_reason
result/final-run/EMBER/best-performance setting/K=100/ahr_malcl_hr_hybrid_random_buffer_ember_k100_results.json;result/final-run/EMBER/best-performance setting/K=100/seed=46/full-result.json,ember,hybrid_random_buffer,final_best_performance,100,46,False,False,False,True,valid_main_hr,main_final_table,official best-performance simplified AHR-MalCL-HR result
result/final-run/EMBER/memory-efficient setting/seed=42/full-result.json,ember,ahr_malcl_v15_1_final_paper_critic2_ember_k25,final_memory_efficient,25,42,True,True,True,True,excluded_incomplete,exclude_from_paper_claims,stray incomplete EMBER critic2 memory-efficient seed file; not part of declared final result set
result/final-run/EMBER/memory-efficient setting/ahr_malcl_v15_1_final_paper_critic5_ember_k25_results.json,ember,hybrid_random_buffer,final_memory_efficient,25,42,True,True,True,True,legacy_or_config_mismatch,supplementary_only,memory-efficient file uses full-complexity flags; not the final simplified AHR-MalCL-HR method
result/final-run/EMBER/memory-efficient setting/ahr_malcl_v15_1_final_paper_critic5_ember_k25_results.json;result/final-run/EMBER/memory-efficient setting/seed=43/full-result.json,ember,hybrid_random_buffer,final_memory_efficient,25,43,True,True,True,True,legacy_or_config_mismatch,supplementary_only,memory-efficient file uses full-complexity flags; not the final simplified AHR-MalCL-HR method
result/final-run/EMBER/memory-efficient setting/ahr_malcl_v15_1_final_paper_critic5_ember_k25_results.json;result/final-run/EMBER/memory-efficient setting/seed=44/full-result.json,ember,hybrid_random_buffer,final_memory_efficient,25,44,True,True,True,True,legacy_or_config_mismatch,supplementary_only,memory-efficient file uses full-complexity flags; not the final simplified AHR-MalCL-HR method
result/final-run/EMBER/memory-efficient setting/ahr_malcl_v15_1_final_paper_critic5_ember_k25_results.json;result/final-run/EMBER/memory-efficient setting/seed=45/full-result.json,ember,hybrid_random_buffer,final_memory_efficient,25,45,True,True,True,True,legacy_or_config_mismatch,supplementary_only,memory-efficient file uses full-complexity flags; not the final simplified AHR-MalCL-HR method
result/final-run/EMBER/memory-efficient setting/ahr_malcl_v15_1_final_paper_critic5_ember_k25_results.json;result/final-run/EMBER/memory-efficient setting/seed=46/full-result.json,ember,hybrid_random_buffer,final_memory_efficient,25,46,True,True,True,True,legacy_or_config_mismatch,supplementary_only,memory-efficient file uses full-complexity flags; not the final simplified AHR-MalCL-HR method
result/EMBER/memory budget/k=0/ahr_malcl_v14_5_memory_k0_results.json,ember,hybrid_random_buffer,memory_budget,0,42,True,True,True,True,valid_memory_budget,memory_budget_table,older memory-budget result used only for memory-budget analysis
result/EMBER/memory budget/k=10/ahr_malcl_v14_5_memory_k10_results.json,ember,hybrid_random_buffer,memory_budget,10,42,True,True,True,True,valid_memory_budget,memory_budget_table,older memory-budget result used only for memory-budget analysis
result/EMBER/memory budget/k=25/ahr_malcl_v14_5_memory_k25_results.json,ember,hybrid_random_buffer,memory_budget,25,42,True,True,True,True,valid_memory_budget,memory_budget_table,older memory-budget result used only for memory-budget analysis
