task_id,task_number,seen_classes,seen_average_accuracy,final_task_accuracy,macro_f1,weighted_f1,balanced_accuracy,old_class_accuracy,new_class_accuracy,taskwise_accuracies
0,1,50,0.5835417317911847,0.44576430134417006,0.5398638142557244,0.5465665570110168,0.6978528469465135,,0.5835417317911847,[0.5835417317911847]
1,2,55,0.6088365685572226,0.4028934677772907,0.503145880370139,0.5254797543819762,0.6224163201989179,0.5236792747733667,0.6939938623410785,"[0.5236792747733667, 0.6939938623410785]"
2,3,60,0.4345372450742602,0.03937007874015748,0.4506267051402209,0.4914469257673485,0.5832464616040727,0.5479206738741129,0.09133858267716535,"[0.5226633322913411, 0.6896098202542744, 0.09133858267716535]"
3,4,65,0.4538029806082732,0.2590909090909091,0.4659693275371776,0.46240913460603805,0.55404749527737,0.4679862525458248,0.6693181818181818,"[0.45983119724914034, 0.6277948268303376, 0.05826771653543307, 0.6693181818181818]"
4,5,70,0.37671351324526076,0.1864406779661017,0.4322598525681287,0.4588352472634323,0.5507723585068237,0.47052796528447444,0.4430320150659134,"[0.4858549546733354, 0.5440596229723805, 0.050393700787401574, 0.36022727272727273, 0.4430320150659134]"
5,6,75,0.35972083664364857,0.09090909090909091,0.4071598631229682,0.43469500310517095,0.5551113532434991,0.44795896559093823,0.4405594405594406,"[0.4833541731791185, 0.5725558965366068, 0.05196850393700787, 0.35, 0.2598870056497175, 0.4405594405594406]"
6,7,80,0.32138831413568586,0.5660074826296099,0.3896369058444076,0.36996863411120023,0.5009815153488797,0.34444833275008746,0.7028327097808659,"[0.38519849953110347, 0.48268303375712407, 0.050393700787401574, 0.3261363636363636, 0.1812617702448211, 0.12121212121212122, 0.7028327097808659]"
7,8,85,0.3534219502665322,0.566131498470948,0.3906744141461645,0.40475134751031894,0.5061703003616786,0.3906464295510652,0.6299694189602446,"[0.4306033135354798, 0.5107409031126698, 0.047244094488188976, 0.40454545454545454, 0.1760828625235405, 0.11188811188811189, 0.5163014430785676, 0.6299694189602446]"
8,9,90,0.3176647751558577,0.1122787610619469,0.3825007739678469,0.3881247430689401,0.5054552816177916,0.42253981216823194,0.1288716814159292,"[0.4586589559237262, 0.46646207803594913, 0.04409448818897638, 0.38977272727272727, 0.20433145009416195, 0.08624708624708624, 0.4398717263495457, 0.6406727828746177, 0.1288716814159292]"
9,10,95,0.3060076318745931,0.4554819720382634,0.3806879840374039,0.3790235940743009,0.488461003065779,0.360103429918625,0.6857983811626196,"[0.44302907158487026, 0.3279263480929417, 0.04251968503937008, 0.2636363636363636, 0.1977401129943503, 0.08158508158508158, 0.3976483164083378, 0.4996177370030581, 0.12057522123893805, 0.6857983811626196]"
10,11,100,0.31870390571514773,0.38137472283813745,0.3794621553969034,0.38115983910131374,0.48559939830143356,0.3887261814368876,0.38137472283813745,"[0.44576430134417006, 0.4028934677772907, 0.03937007874015748, 0.2590909090909091, 0.1864406779661017, 0.09090909090909091, 0.5660074826296099, 0.566131498470948, 0.1122787610619469, 0.4554819720382634, 0.38137472283813745]"
