task_id,task_number,seen_classes,seen_average_accuracy,final_task_accuracy,macro_f1,weighted_f1,balanced_accuracy,old_class_accuracy,new_class_accuracy,taskwise_accuracies
0,1,50,0.768696610636539,0.6705979608707633,0.6512166423480852,0.7680697679481848,0.7769656583300528,,0.768696610636539,[0.768696610636539]
1,2,55,0.7038518989881581,0.59831996945399,0.6108806733805311,0.7277191605085495,0.7247496827035252,0.7150730228713144,0.6926307751050019,"[0.7150730228713144, 0.6926307751050019]"
2,3,60,0.6155246144719578,0.2933970720047804,0.5526209950058588,0.6862351398011723,0.6929234122781422,0.6945193604315161,0.4983567373767553,"[0.7014053458252962, 0.646811760213822, 0.4983567373767553]"
3,4,65,0.6523612572827049,0.6769759450171822,0.5577917695981072,0.6915776152172274,0.6722191038536002,0.6621459085064908,0.7903780068728522,"[0.6996417745935519, 0.6548300878197786, 0.464595159844637, 0.7903780068728522]"
4,5,70,0.6722175990208107,0.7911294481691593,0.5449351422389886,0.6852805520784243,0.6521749956949998,0.6621167161226509,0.7988653945332646,"[0.7028933590520805, 0.6093928980526919, 0.42605318195398867, 0.8238831615120275, 0.7988653945332646]"
5,6,75,0.6334355149706246,0.29523809523809524,0.5458991384963715,0.6791714868629203,0.6418464001871617,0.669618578672742,0.38571428571428573,"[0.6920363736566547, 0.6449026345933563, 0.4060352554526442, 0.8049828178694158, 0.8669417225373904, 0.38571428571428573]"
6,7,80,0.5772536887064322,0.34977064220183485,0.5237272330984208,0.6465326870459556,0.6188927937049739,0.6317579793008613,0.5206422018348624,"[0.6698815100578672, 0.6277205040091638, 0.3181953988646549, 0.7920962199312714, 0.7931923671995874, 0.319047619047619, 0.5206422018348624]"
7,8,85,0.5537517151852053,0.5713747645951036,0.4969119250580575,0.6122091671040083,0.5769969839732717,0.615905423419631,0.6568738229755179,"[0.6670708184072748, 0.6036655211912944, 0.30415297281147297, 0.6769759450171822, 0.8241361526560083, 0.30952380952380953, 0.3876146788990826, 0.6568738229755179]"
8,9,90,0.5071257857215734,0.2626680455015512,0.4719147080491349,0.5981992702802743,0.5540728397115815,0.6045698148326434,0.3309203722854188,"[0.6648112427666024, 0.6036655211912944, 0.3077382730803705, 0.6623711340206185, 0.7937080969571945, 0.31666666666666665, 0.35091743119266056, 0.5333333333333333, 0.3309203722854188]"
9,10,95,0.4775953642005958,0.24102564102564103,0.44942239959291524,0.5933571139814936,0.527967522899688,0.598636703187251,0.3,"[0.6682832736290989, 0.6044291714394807, 0.3023603226770242, 0.6632302405498282, 0.7931923671995874, 0.26904761904761904, 0.3348623853211009, 0.5830508474576271, 0.25749741468459153, 0.3]"
10,11,100,0.47503381417612706,0.4748743718592965,0.44755722269391945,0.596166269785841,0.5183810573992365,0.5903427737936064,0.4748743718592965,"[0.6705979608707633, 0.59831996945399, 0.2933970720047804, 0.6769759450171822, 0.7911294481691593, 0.29523809523809524, 0.34977064220183485, 0.5713747645951036, 0.2626680455015512, 0.24102564102564103, 0.4748743718592965]"
