class_label,accuracy
42,0.5703703703703704
54,0.9001956947162426
27,0.8363636363636363
93,0.5755755755755756
39,0.94
65,0.8876404494382022
7,0.9777777777777777
26,0.274888558692422
24,0.9540229885057471
60,0.8782608695652174
86,1.0
30,0.9393939393939394
37,0.8649468892261002
70,0.8615384615384616
19,0.8333333333333334
99,0.6956956956956957
96,0.9033557046979865
33,0.42342342342342343
66,0.9375
68,0.9782608695652174
79,0.8918918918918919
38,0.9080459770114943
5,0.484
69,1.0
46,0.4015056461731493
90,0.5185185185185185
87,0.9761904761904762
92,0.9553264604810997
91,1.0
76,0.936
83,0.8350515463917526
4,0.6779661016949152
73,0.9055690072639225
85,0.9090909090909091
0,0.9032258064516129
48,0.7755102040816326
25,0.5952380952380952
98,0.9787234042553191
32,0.6850551654964895
53,1.0
58,1.0
40,0.9158878504672897
28,0.6170212765957447
15,0.96
47,0.6145833333333334
17,0.9970326409495549
13,0.9622641509433962
43,0.29466357308584684
21,0.9310344827586207
62,0.8305555555555556
44,0.9
6,0.6956956956956957
52,0.7391304347826086
10,0.968421052631579
34,0.9259259259259259
80,1.0
41,0.8490566037735849
8,0.9271844660194175
49,0.8985507246376812
56,0.7366771159874608
9,0.9795918367346939
64,0.7619047619047619
97,0.9850746268656716
11,1.0
2,0.9583333333333334
12,0.8790322580645161
63,0.8468468468468469
94,0.44744744744744747
29,1.0
78,0.9545454545454546
50,0.9130434782608695
51,0.8888888888888888
75,0.8867924528301887
16,0.9210526315789473
81,0.9655172413793104
77,0.5032258064516129
61,0.6673346693386774
72,0.8888888888888888
18,0.9473684210526315
31,0.74
82,0.9310344827586207
74,0.935064935064935
36,0.9948717948717949
14,0.11457286432160804
1,1.0
57,0.9523809523809523
88,0.6473684210526316
71,1.0
67,0.922077922077922
89,0.8838709677419355
22,1.0
55,0.8163265306122449
23,0.9120879120879121
95,0.7901234567901234
84,0.6395582329317269
3,0.901
59,0.9230769230769231
45,1.0
35,0.5444915254237288
20,1.0
