dataset,setting_type,k,metric,comparison_family,comparison_label,method_a,method_b,n_pairs,seeds,mean_a,mean_b,mean_difference_a_minus_b,percent_improvement,ci95_low_difference,ci95_high_difference,cohens_dz
az_class,ablation,100,old_class_accuracy,component_effect,KD effect,plus_kd,hybrid_random_buffer,5,"42,43,44,45,46",0.5846709573959069,0.6743425697823894,-0.08967161238648247,-13.297634823116613,-0.11207727440490026,-0.06726595036806468,-4.969369468737552
az_class,ablation,100,new_class_accuracy,component_effect,KD effect,plus_kd,hybrid_random_buffer,5,"42,43,44,45,46",0.72371803584617,0.7388623782823497,-0.015144342436179658,-2.0496837951589955,-0.03080775571332099,0.000519070840961677,-1.200516416617569
az_class,ablation,100,mmd_real_generated,component_effect,KD effect,plus_kd,hybrid_random_buffer,5,"42,43,44,45,46",0.0028406381607055,0.002566123008728,0.00027451515197750005,-10.69766145441228,-0.0011905234564535548,0.0017395537604085547,0.23265979422680683
az_class,ablation,100,wasserstein_real_generated,component_effect,KD effect,plus_kd,hybrid_random_buffer,5,"42,43,44,45,46",0.04178097173571582,0.05320556163787839,-0.011424589902162562,21.47254826463313,-0.022144171578415264,-0.0007050082259098603,-1.3233260778434046
ember,ablation,25,mean_acc_seen,main_ablation_reference,hybrid_random_buffer vs classifier_real_only,hybrid_random_buffer,classifier_real_only,5,"42,43,44,45,46",0.7950161615475182,0.13344268195599973,0.6615734795915185,495.7735185580728,0.6470342889944614,0.6761126701885756,56.499154219868
ember,ablation,25,final_taskwise_average_accuracy,main_ablation_reference,hybrid_random_buffer vs classifier_real_only,hybrid_random_buffer,classifier_real_only,5,"42,43,44,45,46",0.7427515336287188,0.08893191606311421,0.6538196175656046,735.1911962647858,0.6288028917530147,0.6788363433781944,32.45126027011931
ember,ablation,25,forgetting,main_ablation_reference,hybrid_random_buffer vs classifier_real_only,hybrid_random_buffer,classifier_real_only,5,"42,43,44,45,46",0.182218153266521,0.9666489275647067,-0.7844307742981856,81.14950029214991,-0.8132228501643194,-0.7556386984320519,-33.82873315761204
ember,ablation,25,macro_f1,main_ablation_reference,hybrid_random_buffer vs classifier_real_only,hybrid_random_buffer,classifier_real_only,5,"42,43,44,45,46",0.6739005211289539,0.00708921020129228,0.6668113109276617,9406.002812642088,0.6566395557969904,0.6769830660583329,81.39751574213278
ember,ablation,25,balanced_accuracy,main_ablation_reference,hybrid_random_buffer vs classifier_real_only,hybrid_random_buffer,classifier_real_only,5,"42,43,44,45,46",0.7350179007049255,0.048795257052913724,0.6862226436520117,1406.3306253471926,0.6787320618649941,0.6937132254390292,113.75057046325558
ember,ablation,25,old_class_accuracy,main_ablation_reference,hybrid_random_buffer vs classifier_real_only,hybrid_random_buffer,classifier_real_only,5,"42,43,44,45,46",0.722469548433991,0.0,0.722469548433991,,0.6940314666002422,0.7509076302677399,31.544477343209095
ember,ablation,25,new_class_accuracy,main_ablation_reference,hybrid_random_buffer vs classifier_real_only,hybrid_random_buffer,classifier_real_only,5,"42,43,44,45,46",0.8734504933973815,0.9782510766942568,-0.10480058329687536,-10.713055757732613,-0.1735294267627372,-0.03607173983101353,-1.8933406224872684
