class_label,accuracy
20,0.9193154034229829
2,0.6535358329378262
15,0.9271948608137045
22,0.30659025787965616
57,0.7142857142857143
91,0.9523809523809523
69,0.9864864864864865
55,0.7321428571428571
11,0.8366336633663366
79,0.9047619047619048
9,0.9609544468546638
38,0.632183908045977
85,0.82
0,0.9808173477898249
89,0.9666666666666667
13,0.529126213592233
5,0.7181113460183227
1,0.7246192893401016
95,0.9230769230769231
83,0.22950819672131148
44,0.9885057471264368
12,0.9589235127478754
78,0.9466666666666667
94,0.5777777777777777
37,0.4036144578313253
92,0.6511627906976745
97,0.8444444444444444
56,0.35658914728682173
63,0.45045045045045046
46,0.7841726618705036
8,0.7397634212920837
33,0.8647058823529412
45,0.6690647482014388
19,0.930952380952381
14,0.7419962335216572
93,0.8
73,0.9838709677419355
39,0.9822485207100592
24,0.9644012944983819
6,0.8572524942440521
62,0.9803921568627451
23,0.9422492401215805
18,0.9533898305084746
42,0.46853146853146854
80,1.0
86,0.7058823529411765
31,0.7419354838709677
67,0.8
27,0.7413793103448276
10,0.26520681265206814
40,0.8705882352941177
70,0.927536231884058
96,0.9318181818181818
88,1.0
26,0.8079470198675497
54,1.0
71,0.9726027397260274
29,0.8869565217391304
25,0.5596330275229358
43,0.47183098591549294
41,0.92
72,0.9605263157894737
3,0.5848549946294307
81,0.32608695652173914
53,0.984
77,1.0
61,0.7964601769911505
7,0.9965457685664939
28,0.4105263157894737
99,0.8571428571428571
52,0.9915254237288136
48,0.25874125874125875
82,1.0
60,0.9431818181818182
74,0.5161290322580645
32,0.9481865284974094
47,1.0
76,1.0
36,0.9523809523809523
4,0.9172126265634306
90,0.9508196721311475
84,1.0
34,0.8592233009708737
65,0.9583333333333334
75,1.0
50,0.9921259842519685
35,0.8393782383419689
98,0.24
87,0.6140350877192983
30,0.7725321888412017
66,0.7555555555555555
59,0.8762886597938144
17,0.9918032786885246
51,0.6979166666666666
16,0.9795918367346939
58,0.9714285714285714
21,0.7315068493150685
49,0.5135135135135135
64,0.875
68,0.8082191780821918
