class_id,class_label,precision,recall,f1_score,support
0,20,0.9518987341772152,0.9193154034229829,0.9353233830845772,409
1,2,0.9636109167249826,0.6535358329378262,0.778846153846154,2107
2,15,0.9495614035087719,0.9271948608137045,0.9382448537378114,467
3,22,0.47555555555555556,0.30659025787965616,0.37282229965156793,349
4,57,0.8411214953271028,0.7142857142857143,0.7725321888412017,126
5,91,0.9523809523809523,0.9523809523809523,0.9523809523809523,42
6,69,0.7604166666666666,0.9864864864864865,0.8588235294117647,74
7,55,0.5503355704697986,0.7321428571428571,0.6283524904214559,112
8,11,0.9575070821529745,0.8366336633663366,0.8929986789960369,808
9,79,0.8382352941176471,0.9047619047619048,0.8702290076335878,63
10,9,0.9955056179775281,0.9609544468546638,0.977924944812362,922
11,38,0.7236842105263158,0.632183908045977,0.6748466257668712,174
12,85,0.3333333333333333,0.82,0.47398843930635837,50
13,0,0.9974554707379135,0.9808173477898249,0.9890664423885618,3597
14,89,0.8787878787878788,0.9666666666666667,0.9206349206349207,60
15,13,0.821608040201005,0.529126213592233,0.6437007874015748,618
16,5,0.9631379962192816,0.7181113460183227,0.8227694792087202,1419
17,1,0.9953515398024404,0.7246192893401016,0.8386780905752754,2364
18,95,0.972972972972973,0.9230769230769231,0.9473684210526315,39
19,83,0.14736842105263157,0.22950819672131148,0.1794871794871795,61
20,44,0.900523560209424,0.9885057471264368,0.9424657534246575,174
21,12,0.9985250737463127,0.9589235127478754,0.9783236994219652,706
22,78,0.8554216867469879,0.9466666666666667,0.8987341772151898,75
23,94,0.5777777777777777,0.5777777777777777,0.5777777777777777,45
24,37,0.3145539906103286,0.4036144578313253,0.35356200527704484,166
25,92,0.2692307692307692,0.6511627906976745,0.380952380952381,43
26,97,0.304,0.8444444444444444,0.4470588235294118,45
27,56,0.2875,0.35658914728682173,0.3183391003460207,129
28,63,0.2777777777777778,0.45045045045045046,0.34364261168384885,111
29,46,0.8449612403100775,0.7841726618705036,0.8134328358208954,139
30,8,0.9644128113879004,0.7397634212920837,0.8372811534500516,1099
31,33,1.0,0.8647058823529412,0.9274447949526814,170
32,45,0.58125,0.6690647482014388,0.6220735785953176,139
33,19,0.8537117903930131,0.930952380952381,0.8906605922551253,420
34,14,0.8106995884773662,0.7419962335216572,0.7748279252704031,531
35,93,0.75,0.8,0.7741935483870969,45
36,73,0.9682539682539683,0.9838709677419355,0.976,62
37,39,0.9171270718232044,0.9822485207100592,0.9485714285714285,169
38,24,0.9770491803278688,0.9644012944983819,0.9706840390879479,309
39,6,0.9798245614035088,0.8572524942440521,0.9144494474007367,1303
40,62,0.9803921568627451,0.9803921568627451,0.9803921568627451,102
41,23,0.9657320872274143,0.9422492401215805,0.9538461538461538,329
42,18,0.9221311475409836,0.9533898305084746,0.9375,472
43,42,0.7976190476190477,0.46853146853146854,0.5903083700440529,143
44,80,1.0,1.0,1.0,62
45,86,0.45569620253164556,0.7058823529411765,0.553846153846154,51
46,31,0.6133333333333333,0.7419354838709677,0.6715328467153284,248
47,67,0.5151515151515151,0.8,0.6267281105990783,85
48,27,0.6142857142857143,0.7413793103448276,0.671875,290
49,10,0.6072423398328691,0.26520681265206814,0.3691786621507197,822
50,40,0.8409090909090909,0.8705882352941177,0.8554913294797689,170
51,70,0.6274509803921569,0.927536231884058,0.7485380116959064,69
52,96,0.7735849056603774,0.9318181818181818,0.8453608247422681,44
