task_id,task_number,seen_classes,seen_average_accuracy,final_task_accuracy,macro_f1,weighted_f1,balanced_accuracy,old_class_accuracy,new_class_accuracy,taskwise_accuracies
0,1,50,0.590239068499938,0.4632726371856807,0.5416836292583302,0.5714362730144245,0.7313380347670184,,0.590239068499938,[0.590239068499938]
1,2,55,0.5006798313008991,0.060630557801131774,0.4770998533688999,0.5312944549076223,0.6774196642852783,0.5559271646228168,0.44543249797898143,"[0.5559271646228168, 0.44543249797898143]"
2,3,60,0.39030207500302283,0.19047619047619047,0.4686037651527084,0.5050013458387703,0.6600326901704955,0.5262612897658632,0.4819047619047619,"[0.5564226433791651, 0.13257881972514146, 0.4819047619047619]"
3,4,65,0.35083605670693996,0.015384615384615385,0.43308911218259166,0.48856870494774146,0.6177466976246971,0.5099549720609776,0.3269230769230769,"[0.5463891985631116, 0.11479385610347616, 0.41523809523809524, 0.3269230769230769]"
4,5,70,0.32428582363142533,0.35581188997338065,0.44230243045815865,0.4660619928341805,0.5690470559278101,0.47178088054351897,0.6694764862466726,"[0.51697014740493, 0.08164915117219078, 0.35333333333333333, 0.0, 0.6694764862466726]"
5,6,75,0.25730354470752753,0.0,0.41341286869994043,0.46027946239650636,0.5353806211814907,0.4958705303862128,0.0,"[0.5282422891118543, 0.08488278092158448, 0.28, 0.0038461538461538464, 0.6468500443655724, 0.0]"
6,7,80,0.23853211175181574,0.5586370839936609,0.3877832717211605,0.4107754822627364,0.4875205608242753,0.3988255907562627,0.6949286846275753,"[0.4765886287625418, 0.07356507679870655, 0.2438095238095238, 0.007692307692307693, 0.16725820763087842, 0.0058823529411764705, 0.6949286846275753]"
7,8,85,0.28654922870704475,0.24669603524229075,0.4012701694005622,0.42444679685360803,0.5203179650190415,0.4438052535848737,0.34140969162995594,"[0.4855691812213551, 0.07679870654810024, 0.4219047619047619, 0.09615384615384616, 0.4010647737355812, 0.0, 0.4694928684627575, 0.34140969162995594]"
8,9,90,0.2457815750466193,0.1599443671766342,0.3656684367326414,0.39980439436836684,0.47925231007107355,0.42362916450025995,0.14603616133518776,"[0.4782608695652174, 0.0646725949878739, 0.3057142857142857, 0.08846153846153847, 0.25510204081632654, 0.0, 0.5859746434231379, 0.2878120411160059, 0.14603616133518776]"
9,10,95,0.23953797533805576,0.19603174603174603,0.35545317760030337,0.37298844040902174,0.4591847703628081,0.39588678951869993,0.21031746031746032,"[0.4456831413353152, 0.06224737267582862, 0.2742857142857143, 0.10384615384615385, 0.26663708961845606, 0.0058823529411764705, 0.595879556259905, 0.2790014684287812, 0.15159944367176634, 0.21031746031746032]"
10,11,100,0.25522210407502316,0.560558021559924,0.3516177711109092,0.39280600920522846,0.4645593736032205,0.3954117559854718,0.560558021559924,"[0.4632726371856807, 0.060630557801131774, 0.19047619047619047, 0.015384615384615385, 0.35581188997338065, 0.0, 0.5586370839936609, 0.24669603524229075, 0.1599443671766342, 0.19603174603174603, 0.560558021559924]"
