class_label,accuracy
42,0.7832167832167832
54,1.0
27,0.6655172413793103
93,0.7777777777777778
39,0.9881656804733728
65,0.9375
7,0.9974093264248705
26,0.6721854304635762
24,0.9514563106796117
60,0.9431818181818182
86,0.6666666666666666
30,0.7510729613733905
37,0.43373493975903615
70,0.8840579710144928
19,0.9142857142857143
99,0.8571428571428571
96,0.9090909090909091
33,0.8352941176470589
66,0.7555555555555555
68,0.5753424657534246
79,0.9206349206349206
38,0.6436781609195402
5,0.7371388301620859
69,0.9864864864864865
46,0.7985611510791367
90,0.9672131147540983
87,0.5263157894736842
92,0.7209302325581395
91,0.9285714285714286
76,1.0
83,0.2786885245901639
4,0.9428231089934485
73,0.9516129032258065
85,0.74
0,0.9783152627189324
48,0.15384615384615385
25,0.672782874617737
98,0.24
32,0.917098445595855
53,1.0
58,0.9619047619047619
40,0.9176470588235294
28,0.28771929824561404
15,0.9293361884368309
47,1.0
17,0.9918032786885246
13,0.43527508090614886
43,0.3591549295774648
21,0.7232876712328767
62,0.9803921568627451
44,0.9597701149425287
6,0.7866462010744436
52,1.0
10,0.21289537712895376
34,0.8300970873786407
80,1.0
41,0.9028571428571428
8,0.721565059144677
49,0.24324324324324326
56,0.1937984496124031
9,0.9772234273318872
64,0.7045454545454546
97,0.7777777777777778
11,0.8329207920792079
2,0.45704793545325106
12,0.9787535410764873
63,0.5405405405405406
94,0.5333333333333333
29,0.8826086956521739
78,0.8666666666666667
50,0.9921259842519685
51,0.8333333333333334
75,1.0
16,0.9714285714285714
81,0.3695652173913043
77,1.0
61,0.8407079646017699
72,0.9868421052631579
18,0.961864406779661
31,0.5
82,1.0
74,0.8387096774193549
36,0.9659863945578231
14,0.7909604519774012
1,0.7483079526226735
57,0.7301587301587301
88,1.0
71,1.0
67,0.8
89,0.95
22,0.4297994269340974
55,0.6607142857142857
23,0.9574468085106383
95,0.9487179487179487
84,1.0
3,0.7873254564983888
59,0.9381443298969072
45,0.7985611510791367
35,0.9430051813471503
20,0.9339853300733496
