class_id,class_label,precision,recall,f1_score,support
0,42,0.6787878787878788,0.7832167832167832,0.7272727272727273,143
1,54,0.9910714285714286,1.0,0.9955156950672646,111
2,27,0.6819787985865724,0.6655172413793103,0.6736474694589878,290
3,93,0.6481481481481481,0.7777777777777778,0.707070707070707,45
4,39,0.9940476190476191,0.9881656804733728,0.9910979228486648,169
5,65,0.9183673469387755,0.9375,0.9278350515463918,96
6,7,0.9982713915298185,0.9974093264248705,0.9978401727861771,1158
7,26,0.8826086956521739,0.6721854304635762,0.763157894736842,302
8,24,0.930379746835443,0.9514563106796117,0.9407999999999999,309
9,60,0.33067729083665337,0.9431818181818182,0.48967551622418876,88
10,86,0.3541666666666667,0.6666666666666666,0.46258503401360546,51
11,30,0.7743362831858407,0.7510729613733905,0.7625272331154683,233
12,37,0.4931506849315068,0.43373493975903615,0.4615384615384615,166
13,70,0.7439024390243902,0.8840579710144928,0.8079470198675496,69
14,19,0.9056603773584906,0.9142857142857143,0.909952606635071,420
15,99,0.5769230769230769,0.8571428571428571,0.689655172413793,35
16,96,0.8163265306122449,0.9090909090909091,0.8602150537634408,44
17,33,0.9102564102564102,0.8352941176470589,0.8711656441717791,170
18,66,0.5964912280701754,0.7555555555555555,0.6666666666666666,90
19,68,0.6,0.5753424657534246,0.5874125874125874,73
20,79,0.8405797101449275,0.9206349206349206,0.8787878787878787,63
21,38,0.6666666666666666,0.6436781609195402,0.6549707602339181,174
22,5,0.9812382739212008,0.7371388301620859,0.841851106639839,1419
23,69,0.9605263157894737,0.9864864864864865,0.9733333333333333,74
24,46,0.8951612903225806,0.7985611510791367,0.844106463878327,139
25,90,0.7108433734939759,0.9672131147540983,0.8194444444444444,61
26,87,0.32608695652173914,0.5263157894736842,0.4026845637583893,57
27,92,0.2366412213740458,0.7209302325581395,0.3563218390804598,43
28,91,0.9069767441860465,0.9285714285714286,0.9176470588235294,42
29,76,0.782051282051282,1.0,0.8776978417266188,61
30,83,0.136,0.2786885245901639,0.1827956989247312,61
31,4,0.9955974842767296,0.9428231089934485,0.9684918935454266,1679
32,73,0.9672131147540983,0.9516129032258065,0.959349593495935,62
33,85,0.40217391304347827,0.74,0.5211267605633803,50
34,0,0.9971663360725418,0.9783152627189324,0.9876508560202076,3597
35,48,0.1774193548387097,0.15384615384615385,0.16479400749063672,143
36,25,0.5898123324396782,0.672782874617737,0.6285714285714284,327
37,98,0.17647058823529413,0.24,0.20338983050847456,50
38,32,0.8984771573604061,0.917098445595855,0.9076923076923078,193
39,53,0.9689922480620154,1.0,0.9842519685039369,125
40,58,0.9181818181818182,0.9619047619047619,0.9395348837209303,105
41,40,0.8524590163934426,0.9176470588235294,0.8838526912181303,170
42,28,0.44808743169398907,0.28771929824561404,0.35042735042735035,285
43,15,0.9517543859649122,0.9293361884368309,0.9404117009750813,467
44,47,0.9527027027027027,1.0,0.9757785467128028,141
45,17,1.0,0.9918032786885246,0.9958847736625513,488
46,13,0.9340277777777778,0.43527508090614886,0.5938189845474614,618
47,43,0.3984375,0.3591549295774648,0.37777777777777777,142
48,21,0.8571428571428571,0.7232876712328767,0.7845468053491828,365
49,62,0.9009009009009009,0.9803921568627451,0.9389671361502347,102
50,44,0.8652849740932642,0.9597701149425287,0.9100817438692099,174
51,6,0.9789875835721108,0.7866462010744436,0.8723404255319149,1303
52,52,0.9833333333333333,1.0,0.9915966386554621,118
53,10,0.5239520958083832,0.21289537712895376,0.3027681660899654,822
54,34,0.6309963099630996,0.8300970873786407,0.7169811320754716,206
55,80,1.0,1.0,1.0,62
56,41,0.9461077844311377,0.9028571428571428,0.9239766081871345,175
57,8,0.9406880189798339,0.721565059144677,0.8166838311019566,1099
58,49,0.1791044776119403,0.24324324324324326,0.20630372492836674,148
59,56,0.11210762331838565,0.1937984496124031,0.14204545454545456,129
60,9,0.9911991199119912,0.9772234273318872,0.9841616602949208,922
61,64,0.5535714285714286,0.7045454545454546,0.62,88
62,97,0.6862745098039216,0.7777777777777778,0.7291666666666667,45
63,11,0.9321329639889196,0.8329207920792079,0.8797385620915031,808
64,2,0.9610778443113772,0.45704793545325106,0.6194917980057897,2107
65,12,0.9871428571428571,0.9787535410764873,0.9829302987197723,706
66,63,0.19672131147540983,0.5405405405405406,0.28846153846153844,111
67,94,0.39344262295081966,0.5333333333333333,0.4528301886792453,45
68,29,0.9712918660287081,0.8826086956521739,0.9248291571753986,230
69,78,0.9285714285714286,0.8666666666666667,0.896551724137931,75
70,50,0.9921259842519685,0.9921259842519685,0.9921259842519685,127
71,51,0.3225806451612903,0.8333333333333334,0.4651162790697674,96
72,75,0.8048780487804879,1.0,0.8918918918918919,66
73,16,0.9734151329243353,0.9714285714285714,0.9724208375893769,490
74,81,0.08056872037914692,0.3695652173913043,0.13229571984435798,46
75,77,1.0,1.0,1.0,81
76,61,0.8636363636363636,0.8407079646017699,0.8520179372197311,113
77,72,0.8522727272727273,0.9868421052631579,0.9146341463414636,76
78,18,0.9171717171717172,0.961864406779661,0.9389865563598759,472
79,31,0.6326530612244898,0.5,0.5585585585585586,248
80,82,0.8395061728395061,1.0,0.912751677852349,68
81,74,0.1897810218978102,0.8387096774193549,0.3095238095238095,62
82,36,0.5071428571428571,0.9659863945578231,0.6651053864168618,147
83,14,0.6521739130434783,0.7909604519774012,0.7148936170212765,531
84,1,0.9805986696230599,0.7483079526226735,0.8488483685220729,2364
85,57,0.736,0.7301587301587301,0.7330677290836654,126
86,88,1.0,1.0,1.0,54
87,71,0.8488372093023255,1.0,0.9182389937106918,73
88,67,0.53125,0.8,0.6384976525821596,85
89,89,0.8260869565217391,0.95,0.8837209302325583,60
90,22,0.27075812274368233,0.4297994269340974,0.33222591362126247,349
91,55,0.4228571428571429,0.6607142857142857,0.5156794425087108,112
92,23,0.8974358974358975,0.9574468085106383,0.9264705882352942,329
93,95,0.15352697095435686,0.9487179487179487,0.2642857142857143,39
94,84,0.8666666666666667,1.0,0.9285714285714286,52
95,3,0.5690993788819876,0.7873254564983888,0.6606579540333483,1862
