f1-score,label,precision,recall,support
0.8135593220338984,0,0.6857142857142857,1.0,24.0
0.6954773869346733,1,0.698284561049445,0.6926926926926927,999.0
0.9143730886850153,2,0.9214175654853621,0.9074355083459787,659.0
0.9690721649484536,3,0.9494949494949495,0.9894736842105263,95.0
0.44660194174757284,4,0.696969696969697,0.32857142857142857,70.0
0.4810126582278481,5,0.36538461538461536,0.7037037037037037,27.0
0.8535353535353535,6,0.7612612612612613,0.9712643678160919,174.0
0.989247311827957,7,1.0,0.9787234042553191,47.0
0.833103448275862,8,0.967948717948718,0.7312348668280871,413.0
0.71,9,0.5966386554621849,0.8765432098765432,81.0
0.5454545454545454,10,0.3888888888888889,0.9130434782608695,23.0
0.7559055118110236,11,0.6486486486486487,0.9056603773584906,53.0
0.8333333333333334,12,0.7142857142857143,1.0,20.0
0.7735849056603774,13,0.640625,0.9761904761904762,42.0
0.9019607843137255,14,0.8846153846153846,0.92,50.0
0.2826086956521739,15,0.16560509554140126,0.9629629629629629,27.0
0.9850746268656716,16,0.9705882352941176,1.0,99.0
0.7945205479452054,17,0.6590909090909091,1.0,58.0
0.907563025210084,18,0.8307692307692308,1.0,54.0
0.5555555555555556,19,0.38461538461538464,1.0,25.0
0.4631578947368421,20,0.3055555555555556,0.9565217391304348,46.0
0.8987341772151899,21,0.8765432098765432,0.922077922077922,77.0
0.9777777777777777,22,0.9565217391304348,1.0,44.0
0.8013245033112583,23,0.7034883720930233,0.9307692307692308,260.0
0.6786355475763016,24,0.84375,0.5675675675675675,999.0
0.8381742738589212,25,0.7318840579710145,0.9805825242718447,206.0
0.34196891191709844,26,0.9821428571428571,0.20702634880803011,797.0
0.994475138121547,27,0.9989909182643795,0.99,1000.0
0.9173630454967502,28,0.872791519434629,0.9667318982387475,511.0
0.16129032258064516,29,0.743801652892562,0.09045226130653267,995.0
0.15810276679841898,30,0.5333333333333333,0.09280742459396751,431.0
0.24742268041237114,31,0.3157894736842105,0.2033898305084746,59.0
0.95578231292517,32,0.9461279461279462,0.9656357388316151,291.0
0.8467966573816156,33,0.8491620111731844,0.8444444444444444,360.0
0.5826086956521739,34,0.4589041095890411,0.7976190476190477,168.0
0.974,35,0.974,0.974,1000.0
0.9340439706862091,36,0.9272486772486772,0.9409395973154362,745.0
0.9531914893617022,37,0.9130434782608695,0.9970326409495549,337.0
0.2742857142857143,38,0.16161616161616163,0.9056603773584906,53.0
0.8527640941434045,39,0.9408212560386473,0.7797797797797797,999.0
0.4444444444444444,40,0.32323232323232326,0.7111111111111111,135.0
0.6103603603603603,41,0.6514423076923077,0.5741525423728814,472.0
0.847457627118644,42,0.7352941176470589,1.0,25.0
0.5213622291021672,43,0.6845528455284553,0.421,1000.0
0.972568578553616,44,0.9466019417475728,1.0,195.0
0.9090909090909091,45,0.8333333333333334,1.0,25.0
0.9138613861386139,46,0.9049019607843137,0.923,1000.0
0.7393939393939394,47,0.6354166666666666,0.8840579710144928,69.0
0.35428571428571426,48,0.21678321678321677,0.96875,32.0
0.7645429362880887,49,0.6699029126213593,0.8903225806451613,155.0
0.6737089201877934,50,0.771505376344086,0.5979166666666667,480.0
0.6153846153846154,51,0.4485981308411215,0.9795918367346939,49.0
0.3034330011074197,52,0.5956521739130435,0.20356612184249628,673.0
0.9148936170212766,53,0.8775510204081632,0.9555555555555556,45.0
0.6916620033575825,54,0.7842639593908629,0.6186186186186187,999.0
0.5309734513274337,55,0.36585365853658536,0.967741935483871,31.0
0.6321243523316062,56,0.5754716981132075,0.7011494252873564,87.0
0.9191919191919192,57,0.8584905660377359,0.9891304347826086,92.0
0.42424242424242425,58,0.3111111111111111,0.6666666666666666,21.0
0.8560885608856088,59,0.7891156462585034,0.9354838709677419,124.0
0.7910189982728842,60,0.8807692307692307,0.7178683385579937,638.0
0.24271844660194175,61,0.14124293785310735,0.8620689655172413,29.0
0.7469879518072289,62,0.62,0.9393939393939394,33.0
0.4444444444444444,63,0.28865979381443296,0.9655172413793104,29.0
0.9320695102685624,64,0.9076923076923077,0.9577922077922078,308.0
0.6176470588235294,65,0.44680851063829785,1.0,42.0
0.8489283847360167,66,0.888402625820569,0.8128128128128128,999.0
0.5378151260504201,67,0.3950617283950617,0.8421052631578947,38.0
0.9022784810126582,68,0.9129098360655737,0.8918918918918919,999.0
0.5833333333333334,69,0.4263959390862944,0.9230769230769231,91.0
0.6171003717472119,70,0.48255813953488375,0.8556701030927835,97.0
0.9513513513513514,71,0.9166666666666666,0.9887640449438202,89.0
0.8216216216216217,72,0.8351648351648352,0.8085106382978723,188.0
0.9496402877697842,73,0.9041095890410958,1.0,66.0
0.865979381443299,74,0.7924528301886793,0.9545454545454546,88.0
0.9777777777777777,75,0.9705882352941176,0.9850746268656716,67.0
0.30357142857142855,76,0.2,0.6296296296296297,27.0
0.8496732026143791,77,0.8176100628930818,0.8843537414965986,147.0
0.6896551724137931,78,0.6951871657754011,0.6842105263157895,190.0
0.6708229426433915,79,0.8848684210526315,0.5401606425702812,996.0
0.8123249299719888,80,0.7178217821782178,0.9354838709677419,155.0
0.8,81,0.7142857142857143,0.9090909090909091,33.0
0.940996948118006,82,0.9565667011375388,0.9259259259259259,999.0
0.36231884057971014,83,0.22321428571428573,0.9615384615384616,26.0
0.8865979381443299,84,0.7962962962962963,1.0,43.0
0.4607329842931937,85,0.30985915492957744,0.8979591836734694,49.0
0.8267352185089974,86,0.8507936507936508,0.804,1000.0
0.6683576410906785,87,0.9086206896551724,0.5285857572718154,997.0
0.5730337078651685,88,0.7611940298507462,0.4594594594594595,333.0
0.6153846153846154,89,0.4444444444444444,1.0,24.0
0.9230769230769231,90,0.8571428571428571,1.0,84.0
0.5657894736842105,91,0.44329896907216493,0.7818181818181819,55.0
0.7099236641221374,92,0.6326530612244898,0.808695652173913,115.0
0.6346153846153846,93,0.6470588235294118,0.6226415094339622,53.0
0.8947368421052632,94,0.8947368421052632,0.8947368421052632,38.0
0.425531914893617,95,0.273972602739726,0.9523809523809523,84.0
0.6774193548387096,96,0.5121951219512195,1.0,21.0
0.6341463414634146,97,0.47058823529411764,0.9719626168224299,107.0
0.48484848484848486,98,0.3218390804597701,0.9824561403508771,57.0
0.5141657922350472,99,0.3482587064676617,0.9819639278557114,998.0
0.7028768744521656,macro avg,0.674374280019629,0.8362050025460139,28559.0
0.7275462520145723,weighted avg,0.8023572667830359,0.7326937217689695,28559.0
