class_label,accuracy
83,0.8041237113402062
53,1.0
70,0.8346153846153846
45,1.0
44,0.8714285714285714
39,0.92
22,0.9767441860465116
80,1.0
10,0.9789473684210527
0,0.967741935483871
18,0.9473684210526315
30,0.9393939393939394
73,0.7457627118644068
33,0.6346346346346347
90,0.7777777777777778
4,0.7966101694915254
76,0.929
77,0.4
12,0.9354838709677419
31,0.645
55,0.7959183673469388
88,0.7052631578947368
26,0.2199108469539376
42,0.5185185185185185
69,1.0
15,0.96
40,0.9532710280373832
96,0.9114093959731544
9,0.9387755102040817
72,0.8828828828828829
11,1.0
47,0.5083333333333333
85,0.9393939393939394
28,0.776595744680851
93,0.5735735735735735
5,0.416
66,0.875
65,1.0
35,0.4745762711864407
16,0.8421052631578947
49,0.8260869565217391
34,0.7407407407407407
7,0.9555555555555556
95,0.7777777777777778
27,0.7818181818181819
19,0.7976190476190477
81,0.9655172413793104
25,0.8035714285714286
62,0.875
13,1.0
24,0.9597701149425287
3,0.882
17,0.9169139465875371
38,0.8505747126436781
8,0.941747572815534
78,0.9659090909090909
6,0.6436436436436437
64,0.7619047619047619
36,1.0
89,0.896774193548387
56,0.6724137931034483
99,0.7107107107107107
54,0.7651663405088063
43,0.15777262180974477
50,0.9130434782608695
67,0.9285714285714286
46,0.451693851944793
68,1.0
61,0.5741482965931863
97,0.9850746268656716
79,0.8868868868868869
41,0.8679245283018868
58,1.0
48,0.8639455782312925
98,1.0
57,0.9761904761904762
75,0.8301886792452831
32,0.6589769307923772
94,0.38738738738738737
59,0.9230769230769231
63,0.8128128128128128
84,0.5180722891566265
37,0.8558421851289834
29,1.0
1,1.0
52,0.8913043478260869
21,0.8793103448275862
2,1.0
23,0.7802197802197802
87,1.0
91,1.0
74,0.922077922077922
86,1.0
82,0.9655172413793104
20,1.0
60,0.9217391304347826
71,1.0
14,0.1879396984924623
92,0.9415807560137457
51,0.8888888888888888
