accuracy,class_id
1.0,0
0.20185614849187936,1
1.0,2
0.8556701030927835,3
0.9545454545454546,4
0.9047619047619048,5
1.0,6
0.3728813559322034,7
0.9279279279279279,8
0.9056603773584906,9
0.9309309309309309,10
0.9571428571428572,11
0.5106649937264742,12
0.7777777777777778,13
0.7445141065830722,14
1.0,15
0.7458333333333333,16
0.9629629629629629,17
0.967741935483871,18
0.9850746268656716,19
0.9775280898876404,20
0.9435483870967742,21
0.7642928786359077,22
0.9655172413793104,23
0.9375,24
0.09949748743718594,25
0.9310344827586207,26
1.0,27
1.0,28
0.935064935064935,29
0.8805555555555555,30
0.5785785785785785,31
0.9591836734693877,32
0.8271604938271605,33
0.3462109955423477,34
0.9761904761904762,35
1.0,36
1.0,37
0.769,38
0.9076923076923077,39
1.0,40
0.9130434782608695,41
0.9433962264150944,42
0.976,43
0.6666666666666666,44
0.6636636636636637,45
0.9393939393939394,46
0.9534883720930233,47
0.9615384615384616,48
1.0,49
0.927536231884058,50
1.0,51
0.9560439560439561,52
0.311,53
1.0,54
0.9425287356321839,55
0.9611650485436893,56
1.0,57
1.0,58
0.906,59
0.9881305637982196,60
0.8979591836734694,61
0.9393939393939394,62
1.0,63
0.5555555555555556,64
0.7134268537074149,65
0.9555555555555556,66
0.9155844155844156,67
0.8558558558558559,68
0.9473684210526315,69
0.7277277277277278,70
1.0,71
0.7368421052631579,72
0.9060665362035225,73
0.9626168224299065,74
0.9712643678160919,75
0.8979591836734694,76
0.9,77
0.6709677419354839,78
0.5805805805805806,79
0.625,80
0.8348348348348348,81
1.0,82
0.6444444444444445,83
0.8838709677419355,84
0.8,85
0.4872881355932203,86
1.0,87
0.6315261044176707,88
0.7659574468085106,89
0.8782608695652174,90
0.9690721649484536,91
0.9377845220030349,92
0.6304347826086957,93
0.9482758620689655,94
0.8421052631578947,95
0.9824561403508771,96
0.9975786924939467,97
0.9973154362416108,98
0.9523809523809523,99
