task_id,task_number,seen_classes,seen_average_accuracy,final_task_accuracy,macro_f1,weighted_f1,balanced_accuracy,old_class_accuracy,new_class_accuracy,taskwise_accuracies
0,1,50,0.7283561163687347,0.5838298866690034,0.6234570476327472,0.7245540353061682,0.754635792531504,,0.7283561163687347,[0.7283561163687347]
1,2,55,0.682486825194778,0.30815789473684213,0.5834072841803374,0.6641359148982492,0.6923271626038946,0.6639210188106087,0.7010526315789474,"[0.6639210188106087, 0.7010526315789474]"
2,3,60,0.6900428521749746,0.7020280811232449,0.5551373417490775,0.6604757178623054,0.6624228097261663,0.6579500908308634,0.7628705148205929,"[0.660415936441173, 0.6468421052631579, 0.7628705148205929]"
3,4,65,0.6048005891643704,0.23902087832973362,0.532974351971978,0.6250970091107795,0.6556997571286657,0.6539118252265662,0.3513318934485241,"[0.644701483818203, 0.6197368421052631, 0.8034321372854915, 0.3513318934485241]"
4,5,70,0.5918426530050066,0.21487603305785125,0.5058048917133193,0.5859561874515088,0.6193778033358219,0.5995047461824184,0.699724517906336,"[0.6235541535226078, 0.48105263157894734, 0.7862714508580343, 0.36861051115910726, 0.699724517906336]"
5,6,75,0.5163545278645693,0.4208846329229366,0.4733107936143663,0.5649267525682535,0.5727031170131021,0.5700432761660522,0.4911080711354309,"[0.5928846827900456, 0.5010526315789474, 0.7150286011440458, 0.32973362131029516, 0.46831955922865015, 0.4911080711354309]"
6,7,80,0.4731128456710554,0.024193548387096774,0.4601358077760094,0.5709913044677078,0.5633561585053368,0.582231389738112,0.0456989247311828,"[0.6057366514779764, 0.5428947368421052, 0.7368694747789911, 0.33765298776097913, 0.5440771349862259, 0.49886000911992706, 0.0456989247311828]"
7,8,85,0.4781855091034102,0.34201183431952664,0.46151445033437677,0.5572844148207776,0.5648267155172122,0.553976963046401,0.7029585798816568,"[0.6022315691085407, 0.4523684210526316, 0.7363494539781591, 0.22606191504679626, 0.5482093663911846, 0.4847241222070223, 0.07258064516129033, 0.7029585798816568]"
8,9,90,0.4581637947841845,0.6069651741293532,0.43979403402001066,0.5389849978886885,0.5423099962601823,0.5228442501586407,0.814262023217247,"[0.5898469447365347, 0.31026315789473685, 0.7061882475299012, 0.3045356371490281, 0.29476584022038566, 0.48244414044687645, 0.04838709677419355, 0.5727810650887574, 0.814262023217247]"
9,10,95,0.41180437297694483,0.7402654867256637,0.40307974913061795,0.423874414281235,0.48701238450167456,0.3964871582435791,0.7393805309734514,"[0.3735249445028625, 0.29736842105263156, 0.7254290171606864, 0.18070554355651547, 0.2534435261707989, 0.4537163702690378, 0.026881720430107527, 0.3384615384615385, 0.7291321171918187, 0.7393805309734514]"
10,11,100,0.4547785836062175,0.8203309692671394,0.4109994214155024,0.5422805789640514,0.5031786870088971,0.523971018960999,0.8203309692671394,"[0.5838298866690034, 0.30815789473684213, 0.7020280811232449, 0.23902087832973362, 0.21487603305785125, 0.4208846329229366, 0.024193548387096774, 0.34201183431952664, 0.6069651741293532, 0.7402654867256637, 0.8203309692671394]"
