dataset,method,seed,stage,sw_seen_accuracy,tm_seen_accuracy,cumulative_test_support,observed_tasks,definition_version
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),44,4,79.60738002460815,87.70962499999999,18693,4,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),44,5,77.2759793049124,83.03518000000001,20947,5,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),44,6,76.07142050480655,83.67828333333333,21117,6,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),44,7,75.42405537413815,81.85578571428572,23641,7,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),44,8,72.88726088469384,76.681275,25003,8,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),44,9,72.04339492652204,76.01114444444444,25722,9,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),44,10,71.48471762285968,74.83019,26982,10,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),44,11,71.32952378234532,74.79624545454546,28559,11,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),45,1,86.45429999999999,86.45429999999999,12277,1,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),45,2,81.88117720325668,85.856,14002,2,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),45,3,80.7767675252491,86.8455,14753,3,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),45,4,80.03689947292133,87.3471,15178,4,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),45,5,77.78289120118917,84.79164000000002,17491,5,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),45,6,76.80980539170282,81.71061666666665,20513,6,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),45,7,76.9140069954751,82.94122857142855,22100,7,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),45,8,74.67802405563187,79.07647499999999,23296,8,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),45,9,73.38444992532796,75.48257777777778,24775,9,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),45,10,71.16877666603521,73.00073,26395,10,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),45,11,71.63768404706047,73.29359090909091,28559,11,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),46,1,83.71119999999999,83.71119999999999,15526,1,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),46,2,75.88900522169705,74.6234,17772,2,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),46,3,74.54622235891213,76.9825,18127,3,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),46,4,74.63995778021291,78.74712500000001,19164,4,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),46,5,73.58554703979749,79.64442,21333,5,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),46,6,72.31139415854719,78.6659,21861,6,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),46,7,71.43165184215046,76.80722857142858,23288,7,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),46,8,72.74279140726857,79.323475,24544,8,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),46,9,71.92265361635805,76.4015111111111,26947,9,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),46,10,71.10140725120915,77.16586,27292,10,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),46,11,70.96888247837809,75.88953636363637,28559,11,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),47,1,85.82469999999999,85.82469999999999,16691,1,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),47,2,81.87095191967249,87.43555,18076,2,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),47,3,80.84275038211298,87.16893333333333,19366,3,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),47,4,79.97780324775601,81.75947500000001,20722,4,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),47,5,77.09476249544626,77.62841999999999,21960,5,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),47,6,75.42899669151704,74.24520000000001,22669,6,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),47,7,75.03968862085249,76.29518571428572,23297,7,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),47,8,72.43707762804331,72.2789625,24562,8,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),47,9,72.36151468999029,71.75763333333333,25725,9,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),47,10,71.189532413179,70.22834,26952,10,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),47,11,71.45207801393606,71.49121818181818,28559,11,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),48,1,83.5603,83.5603,18212,1,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),48,2,79.15363375078272,73.60154999999999,19164,2,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),48,3,77.32935326136304,76.51179999999998,19823,3,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),48,4,76.11783932834408,76.5205,21112,4,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),48,5,75.81257603328582,78.21431999999999,21751,5,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),48,6,73.90188035086136,76.9047,22174,6,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),48,7,73.81080711295208,76.91898571428571,22452,7,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),48,8,70.95416873621436,71.80445,24482,8,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),48,9,70.66530197116468,74.70935555555556,26634,9,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),48,10,70.36887361212563,73.66634,27380,10,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),48,11,71.44856357715607,76.42848181818184,28559,11,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),49,1,86.105,86.105,12796,1,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),49,2,82.21130841679378,83.63000000000001,15077,2,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),49,3,78.19504638492872,74.62586666666667,15712,3,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),49,4,78.01349148987464,75.510975,16592,4,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),49,5,75.37934276020518,76.34074,18716,5,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),49,6,74.04888383742438,74.64444999999999,20003,6,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),49,7,74.19767671207828,72.97281428571429,21874,7,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),49,8,74.11594959167007,74.3563,24490,8,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),49,9,72.17657892995665,71.84151111111112,26298,9,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),49,10,71.41047736558558,71.25991,27657,10,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),49,11,70.67475218670121,70.63515454545454,28559,11,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),50,1,89.19049999999999,89.1905,12859,1,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),50,2,83.08794093161548,75.94720000000001,14126,2,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),50,3,81.4823948823719,74.20653333333333,15515,3,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),50,4,81.99565808707817,77.0897,17157,4,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),50,5,81.31783865280289,80.2444,17696,5,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),50,6,80.4078497529956,78.56546666666667,19028,6,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),50,7,78.61200107999173,76.06698571428572,19352,7,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),50,8,75.44539378470833,74.3486125,22509,8,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),50,9,75.07862758843554,73.41227777777779,23209,9,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),50,10,73.21468393429801,72.08815,25570,10,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),50,11,71.43806323750832,70.13121818181818,28559,11,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),51,1,80.6686,80.6686,13760,1,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),51,2,76.64401032412964,79.5289,14994,2,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),51,3,75.11581666666667,79.6296,16404,3,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),51,4,74.45759506816835,83.30520000000001,16870,4,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),51,5,73.83940809014436,81.57124,19258,5,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),51,6,73.92949118037134,79.87336666666667,21112,6,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),51,7,71.37429490656889,75.80492857142856,22637,7,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),51,8,70.82558372400676,74.9590625,24189,8,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),51,9,70.63804878329182,74.9204888888889,26095,9,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),51,10,70.22813851599177,74.35482,27264,10,V15.5
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),51,11,70.69925497741518,74.84896363636365,28559,11,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),42,1,91.00940000000001,91.0094,18675,1,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),42,2,89.27764467642766,89.8559,22607,2,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),42,3,88.19193600494235,89.19566666666667,24280,3,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),42,4,85.01047357396068,83.255125,24824,4,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),42,5,85.22093187230509,83.32634000000002,25279,5,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),42,6,84.67561535153979,79.80886666666666,25815,6,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),42,7,83.16759672386303,78.70340000000002,26342,7,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),42,8,82.55255527421835,77.6729875,29265,8,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),42,9,81.43050307682765,77.16086666666668,32241,9,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),42,10,81.1851670367779,78.1191,32873,10,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),42,11,79.82733584144316,78.17606363636365,33704,11,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),43,1,88.9505,88.9505,22345,1,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),43,2,88.40933691263487,88.2622,22984,2,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),43,3,86.20685859136046,87.93193333333335,23867,3,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),43,4,84.00059376696876,84.57990000000001,26151,4,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),43,5,82.62948579592423,82.17442,27823,5,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),43,6,81.58787288884177,83.05611666666667,28302,6,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),43,7,81.764599413557,82.00652857142856,30523,7,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),43,8,81.35721112437106,83.0966125,31004,8,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),43,9,80.13829215512884,81.68295555555557,31664,9,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),43,10,79.80260097798025,83.02779000000001,32925,10,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),43,11,79.51578998635178,81.01532727272726,33704,11,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),44,1,90.57600000000001,90.57600000000001,15365,1,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),44,2,88.07536512675117,85.93785,17988,2,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),44,3,85.82726893015662,82.13723333333333,19601,3,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),44,4,85.39727586440965,81.44457500000001,23571,4,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),44,5,84.00033217317487,81.31972,24738,5,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),44,6,84.27803151820991,82.9359,25563,6,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),44,7,83.37662414793054,84.17972857142857,26553,7,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),44,8,82.08579606728344,81.8310625,29725,8,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),44,9,81.57220084652921,82.28543333333333,30123,9,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),44,10,80.8153731712037,80.80956,31004,10,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),44,11,78.98174028008543,78.53905454545455,33704,11,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),45,1,88.8076,88.8076,20782,1,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),45,2,86.20108574362804,87.3606,21422,2,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),45,3,86.80173128255791,88.75030000000001,22268,3,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),45,4,82.50326207784656,85.9356,24073,4,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),45,5,83.60055937110835,84.44877999999999,25696,5,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),45,6,81.95221124282838,81.87171666666667,26319,6,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),45,7,82.90896581786158,83.58812857142858,27254,7,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),45,8,82.49892974101354,82.76383750000001,29461,8,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),45,9,81.4499658162091,82.46653333333333,30415,9,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),45,10,81.00667907125293,82.14323,31311,10,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),45,11,79.71455967540943,81.34740909090911,33704,11,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),46,1,88.7269,88.7269,16464,1,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),46,2,86.81170832282471,91.342,19032,2,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),46,3,86.4934317617237,91.52623333333332,23670,3,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),46,4,84.83031437125747,88.242575,24048,4,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),46,5,84.75071100917432,86.81877999999999,25070,5,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),46,6,82.65178709527387,84.05978333333334,27951,6,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),46,7,81.94020174874585,81.26711428571429,28306,7,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),46,8,80.88498505909028,78.2525,29108,8,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),46,9,79.79210067202612,76.84953333333333,31844,9,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),46,10,78.95007972701237,78.69703,32822,10,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),46,11,79.3229319873012,79.74227272727272,33704,11,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),47,1,90.94200000000001,90.94200000000001,18525,1,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),47,2,88.31581679056653,83.5081,19505,2,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),47,3,84.65141483001173,78.89003333333334,22178,3,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),47,4,77.9546921278951,64.4281,23488,4,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),47,5,78.78431857677302,68.15158,24859,5,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),47,6,78.65056681053086,70.46303333333333,27804,6,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),47,7,78.51414603911637,71.01157142857143,28428,7,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),47,8,78.74983105368754,74.11207499999999,28908,8,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),47,9,77.51822434448002,73.13538888888887,29366,9,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),47,10,78.26300770461742,74.73638,29995,10,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),47,11,79.12116852005697,76.13695454545456,33704,11,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),48,1,88.479,88.479,18028,1,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),48,2,85.6447844839691,88.0628,21365,2,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),48,3,84.67617541302236,86.80786666666665,22638,3,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),48,4,81.95722157525564,80.3162,23666,4,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),48,5,80.05693840884709,78.0687,24234,5,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),48,6,79.36527384585061,76.24673333333332,25365,6,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),48,7,79.5645751763635,77.9351,26366,7,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),48,8,78.08951796986172,76.92975,27407,8,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),48,9,78.85397159141327,77.15780000000001,29301,9,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),48,10,76.95478066666666,75.76157,29850,10,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),48,11,79.38523208817945,76.43014545454545,33704,11,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),49,1,89.9404,89.9404,17118,1,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),49,2,84.42965038722632,86.17684999999999,20918,2,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),49,3,84.51464712578259,88.1961,22841,3,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),49,4,79.60378699546017,76.49272500000001,24230,4,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),49,5,80.20515990543358,77.93204,24956,5,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),49,6,80.11713237688312,79.78956666666667,27149,6,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),49,7,79.77180551578792,80.89762857142857,27521,7,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),49,8,79.64462774095747,81.92625,28366,8,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),49,9,79.46643150289975,82.52146666666665,30175,9,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),49,10,78.74519185139512,80.93102999999999,32435,10,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),49,11,78.8511649121766,81.51566363636366,33704,11,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),50,1,92.2113,92.2113,14290,1,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),50,2,88.11121709246125,87.4665,15931,2,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),50,3,86.22178289360235,88.72996666666667,17397,3,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),50,4,86.38143667473695,88.009975,21478,4,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),50,5,84.48728055494189,80.05472000000002,22633,5,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),50,6,83.61737441166291,78.8431,23116,6,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),50,7,82.21426319560146,78.28285714285714,24008,7,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),50,8,81.47054602832046,78.0907625,26412,8,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),50,9,80.8592192651989,78.71262222222222,28933,9,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),50,10,80.86414406351942,76.38855,32494,10,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),50,11,78.95500028186567,75.75165454545453,33704,11,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),51,1,93.10000000000002,93.10000000000001,18145,1,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),51,2,89.34698408302833,88.70995,20764,2,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),51,3,86.3796629795529,83.66856666666665,24111,3,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),51,4,85.74873383580614,84.65605000000001,25275,4,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),51,5,85.59935941427209,85.95052000000001,27214,5,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),51,6,84.5335821017587,85.15791666666667,27634,6,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),51,7,83.54028649757946,84.83672857142858,28506,7,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),51,8,80.29589469529219,79.569625,31161,8,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),51,9,80.30381826132967,80.35837777777778,32128,9,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),51,10,79.13578844050079,78.8972,32908,10,V15.5
EMBER,AHR-MalCL-HR (hybrid_random_buffer),51,11,78.5188518988844,78.8722818181818,33704,11,V15.5
AZ-Class,DER++ (standard),42,1,88.85571265478177,88.85571265478177,11387,1,V15.5
AZ-Class,DER++ (standard),42,2,77.49222955045106,86.65997587009888,13191,2,V15.5
AZ-Class,DER++ (standard),42,3,81.48679090722916,89.91642036059912,14649,3,V15.5
AZ-Class,DER++ (standard),42,4,71.60744304677989,79.21991431751636,17251,4,V15.5
AZ-Class,DER++ (standard),42,5,45.86173320350536,55.39688104509336,19513,5,V15.5
AZ-Class,DER++ (standard),42,6,71.96342637151106,77.42129951875874,20780,6,V15.5
AZ-Class,DER++ (standard),42,7,73.63410053718827,77.82847561974486,22897,7,V15.5
AZ-Class,DER++ (standard),42,8,55.122559526129145,57.48920712941251,25661,8,V15.5
AZ-Class,DER++ (standard),42,9,71.83473497415322,76.05317497160456,25922,9,V15.5
AZ-Class,DER++ (standard),42,10,78.04995019736599,82.097617228385,27107,10,V15.5
AZ-Class,DER++ (standard),42,11,70.12850590006653,73.46425518046212,28559,11,V15.5
AZ-Class,DER++ (standard),43,1,88.39167871284018,88.39167871284018,15911,1,V15.5
AZ-Class,DER++ (standard),43,2,80.57139662305714,87.79379125499516,17886,2,V15.5
AZ-Class,DER++ (standard),43,3,79.21212757028955,80.91614989919181,19064,3,V15.5
AZ-Class,DER++ (standard),43,4,77.47207180838089,81.56661001832614,20499,4,V15.5
AZ-Class,DER++ (standard),43,5,77.72679601468275,79.78038011990596,22884,5,V15.5
AZ-Class,DER++ (standard),43,6,77.01948665121469,79.83506515471234,23298,6,V15.5
AZ-Class,DER++ (standard),43,7,65.94183410811019,67.00867482759618,26029,7,V15.5
AZ-Class,DER++ (standard),43,8,73.70045185702216,77.08729040494715,27221,8,V15.5
AZ-Class,DER++ (standard),43,9,75.14907680149436,76.85034084216423,27838,9,V15.5
AZ-Class,DER++ (standard),43,10,73.9204184041275,73.81656681719033,28298,10,V15.5
AZ-Class,DER++ (standard),43,11,71.84425224972864,74.18562525847037,28559,11,V15.5
AZ-Class,DER++ (standard),44,1,89.60733308559395,89.60733308559395,16146,1,V15.5
AZ-Class,DER++ (standard),44,2,82.96611632054307,90.3453390800057,17383,2,V15.5
AZ-Class,DER++ (standard),44,3,84.42467314056313,91.84478950094687,18433,3,V15.5
AZ-Class,DER++ (standard),44,4,81.04103140212914,87.66252573328774,18693,4,V15.5
AZ-Class,DER++ (standard),44,5,80.59865374516637,86.46942000703908,20947,5,V15.5
AZ-Class,DER++ (standard),44,6,71.17488279585167,71.42800532978337,21117,6,V15.5
AZ-Class,DER++ (standard),44,7,77.47980203883085,85.282139921541,23641,7,V15.5
AZ-Class,DER++ (standard),44,8,72.65528136623604,77.82408834565769,25003,8,V15.5
AZ-Class,DER++ (standard),44,9,76.96913148277739,79.32163393056074,25722,9,V15.5
AZ-Class,DER++ (standard),44,10,72.21480987324883,75.90346682733181,26982,10,V15.5
AZ-Class,DER++ (standard),44,11,75.27224342589027,76.16855320341574,28559,11,V15.5
AZ-Class,DER++ (standard),45,1,90.67361733322473,90.67361733322473,12277,1,V15.5
AZ-Class,DER++ (standard),45,2,54.642193972289675,73.86051919873736,14002,2,V15.5
AZ-Class,DER++ (standard),45,3,84.0710363993764,89.97925422257231,14753,3,V15.5
AZ-Class,DER++ (standard),45,4,78.75214125708261,88.16707728847507,15178,4,V15.5
AZ-Class,DER++ (standard),45,5,67.05162655079755,76.81283215765464,17491,5,V15.5
AZ-Class,DER++ (standard),45,6,72.86111246526593,79.4917545483171,20513,6,V15.5
AZ-Class,DER++ (standard),45,7,82.38009049773756,87.35284767983404,22100,7,V15.5
AZ-Class,DER++ (standard),45,8,79.02214972527473,84.32102570144563,23296,8,V15.5
AZ-Class,DER++ (standard),45,9,73.11806256306761,76.40697969615377,24775,9,V15.5
AZ-Class,DER++ (standard),45,10,75.68100018942981,77.2253784980279,26395,10,V15.5
AZ-Class,DER++ (standard),45,11,63.563149970237056,61.15038484108572,28559,11,V15.5
AZ-Class,DER++ (standard),46,1,87.24719824809996,87.24719824809996,15526,1,V15.5
AZ-Class,DER++ (standard),46,2,73.09250506414585,82.10560311379562,17772,2,V15.5
AZ-Class,DER++ (standard),46,3,76.71981022783693,80.43248262455135,18127,3,V15.5
AZ-Class,DER++ (standard),46,4,77.6299311208516,82.68055362714048,19164,4,V15.5
AZ-Class,DER++ (standard),46,5,76.5386959171237,83.6841841574523,21333,5,V15.5
AZ-Class,DER++ (standard),46,6,76.7485476419194,83.9205882873216,21861,6,V15.5
AZ-Class,DER++ (standard),46,7,52.95431123325318,61.14796929241619,23288,7,V15.5
AZ-Class,DER++ (standard),46,8,75.78634289439374,81.14108649417719,24544,8,V15.5
AZ-Class,DER++ (standard),46,9,71.4550784874012,78.76395006026495,26947,9,V15.5
AZ-Class,DER++ (standard),46,10,73.04338267624212,79.06521402405276,27292,10,V15.5
AZ-Class,DER++ (standard),46,11,74.15875906019119,80.27111311980953,28559,11,V15.5
AZ-Class,DER++ (standard),47,1,89.83883530046133,89.83883530046133,16691,1,V15.5
AZ-Class,DER++ (standard),47,2,85.22903297189643,91.73683389759975,18076,2,V15.5
AZ-Class,DER++ (standard),47,3,84.28689455747185,90.26709313807713,19366,3,V15.5
AZ-Class,DER++ (standard),47,4,82.06254222565389,87.93314829253397,20722,4,V15.5
AZ-Class,DER++ (standard),47,5,79.62204007285975,85.6914878926967,21960,5,V15.5
