dataset,method,seed,stage_id,sample_weighted_seen_accuracy,cumulative_seen_support,matrix_source,definition_version
EMBER,protocol-matched adapted MalCL baseline,51,9,59.63334163346613,32128,adapted_malcl__ember__seed_51.json,V15.4
EMBER,protocol-matched adapted MalCL baseline,51,10,59.15582837000122,32908,adapted_malcl__ember__seed_51.json,V15.4
EMBER,protocol-matched adapted MalCL baseline,51,11,58.76157132684548,33704,adapted_malcl__ember__seed_51.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),42,1,83.367,11387,anchored_hr__az_class__seed_42.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),42,2,80.66103632779925,13191,anchored_hr__az_class__seed_42.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),42,3,80.96801575534165,14649,anchored_hr__az_class__seed_42.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),42,4,78.29110306069214,17251,anchored_hr__az_class__seed_42.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),42,5,76.46186228668067,19513,anchored_hr__az_class__seed_42.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),42,6,75.25021422040423,20780,anchored_hr__az_class__seed_42.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),42,7,73.25848507228021,22897,anchored_hr__az_class__seed_42.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),42,8,72.02760014418767,25661,anchored_hr__az_class__seed_42.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),42,9,71.93117131394182,25922,anchored_hr__az_class__seed_42.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),42,10,72.7930283395433,27107,anchored_hr__az_class__seed_42.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),42,11,69.42819655099967,28559,anchored_hr__az_class__seed_42.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),43,1,84.21849999999999,15911,anchored_hr__az_class__seed_43.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),43,2,79.34699540422676,17886,anchored_hr__az_class__seed_43.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),43,3,76.02283186109945,19064,anchored_hr__az_class__seed_43.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),43,4,75.3061106736914,20499,anchored_hr__az_class__seed_43.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),43,5,74.53680643244188,22884,anchored_hr__az_class__seed_43.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),43,6,74.44412559017941,23298,anchored_hr__az_class__seed_43.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),43,7,73.44497201198664,26029,anchored_hr__az_class__seed_43.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),43,8,72.74898397928071,27221,anchored_hr__az_class__seed_43.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),43,9,71.6682387060852,27838,anchored_hr__az_class__seed_43.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),43,10,71.09687287440808,28298,anchored_hr__az_class__seed_43.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),43,11,71.3960661507756,28559,anchored_hr__az_class__seed_43.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),44,1,85.59400000000001,16146,anchored_hr__az_class__seed_44.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),44,2,81.78675937985388,17383,anchored_hr__az_class__seed_44.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),44,3,80.43726050018988,18433,anchored_hr__az_class__seed_44.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),44,4,79.60738002460815,18693,anchored_hr__az_class__seed_44.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),44,5,77.2759793049124,20947,anchored_hr__az_class__seed_44.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),44,6,76.07142050480655,21117,anchored_hr__az_class__seed_44.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),44,7,75.42405537413815,23641,anchored_hr__az_class__seed_44.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),44,8,72.88726088469384,25003,anchored_hr__az_class__seed_44.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),44,9,72.04339492652204,25722,anchored_hr__az_class__seed_44.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),44,10,71.48471762285968,26982,anchored_hr__az_class__seed_44.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),44,11,71.32952378234532,28559,anchored_hr__az_class__seed_44.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),45,1,86.45429999999999,12277,anchored_hr__az_class__seed_45.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),45,2,81.88117720325668,14002,anchored_hr__az_class__seed_45.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),45,3,80.7767675252491,14753,anchored_hr__az_class__seed_45.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),45,4,80.03689947292133,15178,anchored_hr__az_class__seed_45.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),45,5,77.78289120118917,17491,anchored_hr__az_class__seed_45.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),45,6,76.80980539170282,20513,anchored_hr__az_class__seed_45.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),45,7,76.9140069954751,22100,anchored_hr__az_class__seed_45.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),45,8,74.67802405563187,23296,anchored_hr__az_class__seed_45.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),45,9,73.38444992532796,24775,anchored_hr__az_class__seed_45.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),45,10,71.16877666603521,26395,anchored_hr__az_class__seed_45.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),45,11,71.63768404706047,28559,anchored_hr__az_class__seed_45.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),46,1,83.71119999999999,15526,anchored_hr__az_class__seed_46.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),46,2,75.88900522169705,17772,anchored_hr__az_class__seed_46.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),46,3,74.54622235891213,18127,anchored_hr__az_class__seed_46.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),46,4,74.63995778021291,19164,anchored_hr__az_class__seed_46.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),46,5,73.58554703979749,21333,anchored_hr__az_class__seed_46.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),46,6,72.31139415854719,21861,anchored_hr__az_class__seed_46.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),46,7,71.43165184215046,23288,anchored_hr__az_class__seed_46.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),46,8,72.74279140726857,24544,anchored_hr__az_class__seed_46.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),46,9,71.92265361635805,26947,anchored_hr__az_class__seed_46.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),46,10,71.10140725120915,27292,anchored_hr__az_class__seed_46.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),46,11,70.96888247837809,28559,anchored_hr__az_class__seed_46.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),47,1,85.82469999999999,16691,anchored_hr__az_class__seed_47.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),47,2,81.87095191967249,18076,anchored_hr__az_class__seed_47.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),47,3,80.84275038211298,19366,anchored_hr__az_class__seed_47.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),47,4,79.97780324775601,20722,anchored_hr__az_class__seed_47.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),47,5,77.09476249544626,21960,anchored_hr__az_class__seed_47.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),47,6,75.42899669151704,22669,anchored_hr__az_class__seed_47.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),47,7,75.03968862085249,23297,anchored_hr__az_class__seed_47.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),47,8,72.43707762804331,24562,anchored_hr__az_class__seed_47.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),47,9,72.36151468999029,25725,anchored_hr__az_class__seed_47.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),47,10,71.189532413179,26952,anchored_hr__az_class__seed_47.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),47,11,71.45207801393606,28559,anchored_hr__az_class__seed_47.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),48,1,83.5603,18212,anchored_hr__az_class__seed_48.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),48,2,79.15363375078272,19164,anchored_hr__az_class__seed_48.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),48,3,77.32935326136304,19823,anchored_hr__az_class__seed_48.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),48,4,76.11783932834408,21112,anchored_hr__az_class__seed_48.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),48,5,75.81257603328582,21751,anchored_hr__az_class__seed_48.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),48,6,73.90188035086136,22174,anchored_hr__az_class__seed_48.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),48,7,73.81080711295208,22452,anchored_hr__az_class__seed_48.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),48,8,70.95416873621436,24482,anchored_hr__az_class__seed_48.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),48,9,70.66530197116468,26634,anchored_hr__az_class__seed_48.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),48,10,70.36887361212563,27380,anchored_hr__az_class__seed_48.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),48,11,71.44856357715607,28559,anchored_hr__az_class__seed_48.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),49,1,86.105,12796,anchored_hr__az_class__seed_49.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),49,2,82.21130841679378,15077,anchored_hr__az_class__seed_49.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),49,3,78.19504638492872,15712,anchored_hr__az_class__seed_49.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),49,4,78.01349148987464,16592,anchored_hr__az_class__seed_49.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),49,5,75.37934276020518,18716,anchored_hr__az_class__seed_49.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),49,6,74.04888383742438,20003,anchored_hr__az_class__seed_49.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),49,7,74.19767671207828,21874,anchored_hr__az_class__seed_49.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),49,8,74.11594959167007,24490,anchored_hr__az_class__seed_49.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),49,9,72.17657892995665,26298,anchored_hr__az_class__seed_49.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),49,10,71.41047736558558,27657,anchored_hr__az_class__seed_49.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),49,11,70.67475218670121,28559,anchored_hr__az_class__seed_49.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),50,1,89.19049999999999,12859,anchored_hr__az_class__seed_50.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),50,2,83.08794093161548,14126,anchored_hr__az_class__seed_50.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),50,3,81.4823948823719,15515,anchored_hr__az_class__seed_50.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),50,4,81.99565808707817,17157,anchored_hr__az_class__seed_50.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),50,5,81.31783865280289,17696,anchored_hr__az_class__seed_50.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),50,6,80.4078497529956,19028,anchored_hr__az_class__seed_50.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),50,7,78.61200107999173,19352,anchored_hr__az_class__seed_50.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),50,8,75.44539378470833,22509,anchored_hr__az_class__seed_50.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),50,9,75.07862758843554,23209,anchored_hr__az_class__seed_50.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),50,10,73.21468393429801,25570,anchored_hr__az_class__seed_50.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),50,11,71.43806323750832,28559,anchored_hr__az_class__seed_50.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),51,1,80.6686,13760,anchored_hr__az_class__seed_51.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),51,2,76.64401032412964,14994,anchored_hr__az_class__seed_51.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),51,3,75.11581666666667,16404,anchored_hr__az_class__seed_51.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),51,4,74.45759506816835,16870,anchored_hr__az_class__seed_51.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),51,5,73.83940809014436,19258,anchored_hr__az_class__seed_51.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),51,6,73.92949118037134,21112,anchored_hr__az_class__seed_51.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),51,7,71.37429490656889,22637,anchored_hr__az_class__seed_51.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),51,8,70.82558372400676,24189,anchored_hr__az_class__seed_51.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),51,9,70.63804878329182,26095,anchored_hr__az_class__seed_51.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),51,10,70.22813851599177,27264,anchored_hr__az_class__seed_51.json,V15.4
AZ-Class,AHR-MalCL-HR (hybrid_random_buffer),51,11,70.69925497741518,28559,anchored_hr__az_class__seed_51.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),42,1,91.00940000000001,18675,anchored_hr__ember__seed_42.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),42,2,89.27764467642766,22607,anchored_hr__ember__seed_42.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),42,3,88.19193600494235,24280,anchored_hr__ember__seed_42.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),42,4,85.01047357396068,24824,anchored_hr__ember__seed_42.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),42,5,85.22093187230509,25279,anchored_hr__ember__seed_42.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),42,6,84.67561535153979,25815,anchored_hr__ember__seed_42.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),42,7,83.16759672386303,26342,anchored_hr__ember__seed_42.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),42,8,82.55255527421835,29265,anchored_hr__ember__seed_42.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),42,9,81.43050307682765,32241,anchored_hr__ember__seed_42.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),42,10,81.1851670367779,32873,anchored_hr__ember__seed_42.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),42,11,79.82733584144316,33704,anchored_hr__ember__seed_42.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),43,1,88.9505,22345,anchored_hr__ember__seed_43.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),43,2,88.40933691263487,22984,anchored_hr__ember__seed_43.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),43,3,86.20685859136046,23867,anchored_hr__ember__seed_43.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),43,4,84.00059376696876,26151,anchored_hr__ember__seed_43.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),43,5,82.62948579592423,27823,anchored_hr__ember__seed_43.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),43,6,81.58787288884177,28302,anchored_hr__ember__seed_43.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),43,7,81.764599413557,30523,anchored_hr__ember__seed_43.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),43,8,81.35721112437106,31004,anchored_hr__ember__seed_43.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),43,9,80.13829215512884,31664,anchored_hr__ember__seed_43.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),43,10,79.80260097798025,32925,anchored_hr__ember__seed_43.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),43,11,79.51578998635178,33704,anchored_hr__ember__seed_43.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),44,1,90.57600000000001,15365,anchored_hr__ember__seed_44.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),44,2,88.07536512675117,17988,anchored_hr__ember__seed_44.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),44,3,85.82726893015662,19601,anchored_hr__ember__seed_44.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),44,4,85.39727586440965,23571,anchored_hr__ember__seed_44.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),44,5,84.00033217317487,24738,anchored_hr__ember__seed_44.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),44,6,84.27803151820991,25563,anchored_hr__ember__seed_44.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),44,7,83.37662414793054,26553,anchored_hr__ember__seed_44.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),44,8,82.08579606728344,29725,anchored_hr__ember__seed_44.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),44,9,81.57220084652921,30123,anchored_hr__ember__seed_44.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),44,10,80.8153731712037,31004,anchored_hr__ember__seed_44.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),44,11,78.98174028008543,33704,anchored_hr__ember__seed_44.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),45,1,88.8076,20782,anchored_hr__ember__seed_45.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),45,2,86.20108574362804,21422,anchored_hr__ember__seed_45.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),45,3,86.80173128255791,22268,anchored_hr__ember__seed_45.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),45,4,82.50326207784656,24073,anchored_hr__ember__seed_45.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),45,5,83.60055937110835,25696,anchored_hr__ember__seed_45.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),45,6,81.95221124282838,26319,anchored_hr__ember__seed_45.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),45,7,82.90896581786158,27254,anchored_hr__ember__seed_45.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),45,8,82.49892974101354,29461,anchored_hr__ember__seed_45.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),45,9,81.4499658162091,30415,anchored_hr__ember__seed_45.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),45,10,81.00667907125293,31311,anchored_hr__ember__seed_45.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),45,11,79.71455967540943,33704,anchored_hr__ember__seed_45.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),46,1,88.7269,16464,anchored_hr__ember__seed_46.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),46,2,86.81170832282471,19032,anchored_hr__ember__seed_46.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),46,3,86.4934317617237,23670,anchored_hr__ember__seed_46.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),46,4,84.83031437125747,24048,anchored_hr__ember__seed_46.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),46,5,84.75071100917432,25070,anchored_hr__ember__seed_46.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),46,6,82.65178709527387,27951,anchored_hr__ember__seed_46.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),46,7,81.94020174874585,28306,anchored_hr__ember__seed_46.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),46,8,80.88498505909028,29108,anchored_hr__ember__seed_46.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),46,9,79.79210067202612,31844,anchored_hr__ember__seed_46.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),46,10,78.95007972701237,32822,anchored_hr__ember__seed_46.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),46,11,79.3229319873012,33704,anchored_hr__ember__seed_46.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),47,1,90.94200000000001,18525,anchored_hr__ember__seed_47.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),47,2,88.31581679056653,19505,anchored_hr__ember__seed_47.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),47,3,84.65141483001173,22178,anchored_hr__ember__seed_47.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),47,4,77.9546921278951,23488,anchored_hr__ember__seed_47.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),47,5,78.78431857677302,24859,anchored_hr__ember__seed_47.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),47,6,78.65056681053086,27804,anchored_hr__ember__seed_47.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),47,7,78.51414603911637,28428,anchored_hr__ember__seed_47.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),47,8,78.74983105368754,28908,anchored_hr__ember__seed_47.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),47,9,77.51822434448002,29366,anchored_hr__ember__seed_47.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),47,10,78.26300770461742,29995,anchored_hr__ember__seed_47.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),47,11,79.12116852005697,33704,anchored_hr__ember__seed_47.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),48,1,88.479,18028,anchored_hr__ember__seed_48.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),48,2,85.6447844839691,21365,anchored_hr__ember__seed_48.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),48,3,84.67617541302236,22638,anchored_hr__ember__seed_48.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),48,4,81.95722157525564,23666,anchored_hr__ember__seed_48.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),48,5,80.05693840884709,24234,anchored_hr__ember__seed_48.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),48,6,79.36527384585061,25365,anchored_hr__ember__seed_48.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),48,7,79.5645751763635,26366,anchored_hr__ember__seed_48.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),48,8,78.08951796986172,27407,anchored_hr__ember__seed_48.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),48,9,78.85397159141327,29301,anchored_hr__ember__seed_48.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),48,10,76.95478066666666,29850,anchored_hr__ember__seed_48.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),48,11,79.38523208817945,33704,anchored_hr__ember__seed_48.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),49,1,89.9404,17118,anchored_hr__ember__seed_49.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),49,2,84.42965038722632,20918,anchored_hr__ember__seed_49.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),49,3,84.51464712578259,22841,anchored_hr__ember__seed_49.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),49,4,79.60378699546017,24230,anchored_hr__ember__seed_49.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),49,5,80.20515990543358,24956,anchored_hr__ember__seed_49.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),49,6,80.11713237688312,27149,anchored_hr__ember__seed_49.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),49,7,79.77180551578792,27521,anchored_hr__ember__seed_49.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),49,8,79.64462774095747,28366,anchored_hr__ember__seed_49.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),49,9,79.46643150289975,30175,anchored_hr__ember__seed_49.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),49,10,78.74519185139512,32435,anchored_hr__ember__seed_49.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),49,11,78.8511649121766,33704,anchored_hr__ember__seed_49.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),50,1,92.2113,14290,anchored_hr__ember__seed_50.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),50,2,88.11121709246125,15931,anchored_hr__ember__seed_50.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),50,3,86.22178289360235,17397,anchored_hr__ember__seed_50.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),50,4,86.38143667473695,21478,anchored_hr__ember__seed_50.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),50,5,84.48728055494189,22633,anchored_hr__ember__seed_50.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),50,6,83.61737441166291,23116,anchored_hr__ember__seed_50.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),50,7,82.21426319560146,24008,anchored_hr__ember__seed_50.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),50,8,81.47054602832046,26412,anchored_hr__ember__seed_50.json,V15.4
EMBER,AHR-MalCL-HR (hybrid_random_buffer),50,9,80.8592192651989,28933,anchored_hr__ember__seed_50.json,V15.4
