dataset,method,seed,stage_id,sample_weighted_seen_accuracy,cumulative_seen_support,matrix_source,definition_version
AZ-Class,ER (standard),46,9,72.47931124058337,26947,er__az_class__seed_46.json,V15.4
AZ-Class,ER (standard),46,10,70.76066246519126,27292,er__az_class__seed_46.json,V15.4
AZ-Class,ER (standard),46,11,73.26937217689695,28559,er__az_class__seed_46.json,V15.4
AZ-Class,ER (standard),47,1,89.83883530046133,16691,er__az_class__seed_47.json,V15.4
AZ-Class,ER (standard),47,2,84.31068820535516,18076,er__az_class__seed_47.json,V15.4
AZ-Class,ER (standard),47,3,83.82216255292782,19366,er__az_class__seed_47.json,V15.4
AZ-Class,ER (standard),47,4,81.92742013319177,20722,er__az_class__seed_47.json,V15.4
AZ-Class,ER (standard),47,5,79.16666666666666,21960,er__az_class__seed_47.json,V15.4
AZ-Class,ER (standard),47,6,76.0245268869381,22669,er__az_class__seed_47.json,V15.4
AZ-Class,ER (standard),47,7,77.33613770013307,23297,er__az_class__seed_47.json,V15.4
AZ-Class,ER (standard),47,8,72.11546291018647,24562,er__az_class__seed_47.json,V15.4
AZ-Class,ER (standard),47,9,75.04373177842567,25725,er__az_class__seed_47.json,V15.4
AZ-Class,ER (standard),47,10,72.96304541406946,26952,er__az_class__seed_47.json,V15.4
AZ-Class,ER (standard),47,11,72.15588781119787,28559,er__az_class__seed_47.json,V15.4
AZ-Class,ER (standard),48,1,88.27696024599166,18212,er__az_class__seed_48.json,V15.4
AZ-Class,ER (standard),48,2,77.57253183051554,19164,er__az_class__seed_48.json,V15.4
AZ-Class,ER (standard),48,3,80.33597336427383,19823,er__az_class__seed_48.json,V15.4
AZ-Class,ER (standard),48,4,76.52046229632437,21112,er__az_class__seed_48.json,V15.4
AZ-Class,ER (standard),48,5,76.10224817249782,21751,er__az_class__seed_48.json,V15.4
AZ-Class,ER (standard),48,6,73.22990890231803,22174,er__az_class__seed_48.json,V15.4
AZ-Class,ER (standard),48,7,73.36985569214323,22452,er__az_class__seed_48.json,V15.4
AZ-Class,ER (standard),48,8,71.41573400865943,24482,er__az_class__seed_48.json,V15.4
AZ-Class,ER (standard),48,9,72.18968236089209,26634,er__az_class__seed_48.json,V15.4
AZ-Class,ER (standard),48,10,73.37837837837839,27380,er__az_class__seed_48.json,V15.4
AZ-Class,ER (standard),48,11,75.89201302566616,28559,er__az_class__seed_48.json,V15.4
AZ-Class,ER (standard),49,1,90.46577055329792,12796,er__az_class__seed_49.json,V15.4
AZ-Class,ER (standard),49,2,77.4955229820256,15077,er__az_class__seed_49.json,V15.4
AZ-Class,ER (standard),49,3,79.16878818737271,15712,er__az_class__seed_49.json,V15.4
AZ-Class,ER (standard),49,4,81.77434908389586,16592,er__az_class__seed_49.json,V15.4
AZ-Class,ER (standard),49,5,64.63988031630691,18716,er__az_class__seed_49.json,V15.4
AZ-Class,ER (standard),49,6,77.55336699495075,20003,er__az_class__seed_49.json,V15.4
AZ-Class,ER (standard),49,7,75.30401389777819,21874,er__az_class__seed_49.json,V15.4
AZ-Class,ER (standard),49,8,61.049407921600654,24490,er__az_class__seed_49.json,V15.4
AZ-Class,ER (standard),49,9,73.16145714503004,26298,er__az_class__seed_49.json,V15.4
AZ-Class,ER (standard),49,10,70.47040532234155,27657,er__az_class__seed_49.json,V15.4
AZ-Class,ER (standard),49,11,74.4178717742218,28559,er__az_class__seed_49.json,V15.4
AZ-Class,ER (standard),50,1,92.82992456645151,12859,er__az_class__seed_50.json,V15.4
AZ-Class,ER (standard),50,2,81.84199348718676,14126,er__az_class__seed_50.json,V15.4
AZ-Class,ER (standard),50,3,78.53045439896874,15515,er__az_class__seed_50.json,V15.4
AZ-Class,ER (standard),50,4,84.43783878300403,17157,er__az_class__seed_50.json,V15.4
AZ-Class,ER (standard),50,5,81.60601265822784,17696,er__az_class__seed_50.json,V15.4
AZ-Class,ER (standard),50,6,77.49106579777171,19028,er__az_class__seed_50.json,V15.4
AZ-Class,ER (standard),50,7,72.01322860686234,19352,er__az_class__seed_50.json,V15.4
AZ-Class,ER (standard),50,8,68.63476831489626,22509,er__az_class__seed_50.json,V15.4
AZ-Class,ER (standard),50,9,76.45310009048214,23209,er__az_class__seed_50.json,V15.4
AZ-Class,ER (standard),50,10,74.04380132968322,25570,er__az_class__seed_50.json,V15.4
AZ-Class,ER (standard),50,11,71.45208165552015,28559,er__az_class__seed_50.json,V15.4
AZ-Class,ER (standard),51,1,85.99563953488372,13760,er__az_class__seed_51.json,V15.4
AZ-Class,ER (standard),51,2,75.90369481125784,14994,er__az_class__seed_51.json,V15.4
AZ-Class,ER (standard),51,3,75.35357229943916,16404,er__az_class__seed_51.json,V15.4
AZ-Class,ER (standard),51,4,76.25963248369887,16870,er__az_class__seed_51.json,V15.4
AZ-Class,ER (standard),51,5,76.23325371274275,19258,er__az_class__seed_51.json,V15.4
AZ-Class,ER (standard),51,6,76.89465706707085,21112,er__az_class__seed_51.json,V15.4
AZ-Class,ER (standard),51,7,75.35450810619781,22637,er__az_class__seed_51.json,V15.4
AZ-Class,ER (standard),51,8,73.42180329902021,24189,er__az_class__seed_51.json,V15.4
AZ-Class,ER (standard),51,9,70.19735581529028,26095,er__az_class__seed_51.json,V15.4
AZ-Class,ER (standard),51,10,75.43280516431925,27264,er__az_class__seed_51.json,V15.4
AZ-Class,ER (standard),51,11,75.11117336041178,28559,er__az_class__seed_51.json,V15.4
EMBER,ER (standard),42,1,92.17135207496653,18675,er__ember__seed_42.json,V15.4
EMBER,ER (standard),42,2,87.43751935241298,22607,er__ember__seed_42.json,V15.4
EMBER,ER (standard),42,3,88.0313014827018,24280,er__ember__seed_42.json,V15.4
EMBER,ER (standard),42,4,82.99629390912021,24824,er__ember__seed_42.json,V15.4
EMBER,ER (standard),42,5,83.97088492424542,25279,er__ember__seed_42.json,V15.4
EMBER,ER (standard),42,6,81.75866744141004,25815,er__ember__seed_42.json,V15.4
EMBER,ER (standard),42,7,83.63450003796218,26342,er__ember__seed_42.json,V15.4
EMBER,ER (standard),42,8,72.01435161455663,29265,er__ember__seed_42.json,V15.4
EMBER,ER (standard),42,9,83.74119909432089,32241,er__ember__seed_42.json,V15.4
EMBER,ER (standard),42,10,82.49931554771392,32873,er__ember__seed_42.json,V15.4
EMBER,ER (standard),42,11,75.69131260384523,33704,er__ember__seed_42.json,V15.4
EMBER,ER (standard),43,1,92.1369433877825,22345,er__ember__seed_43.json,V15.4
EMBER,ER (standard),43,2,89.18813087365123,22984,er__ember__seed_43.json,V15.4
EMBER,ER (standard),43,3,85.46528679767043,23867,er__ember__seed_43.json,V15.4
EMBER,ER (standard),43,4,84.67362624756224,26151,er__ember__seed_43.json,V15.4
EMBER,ER (standard),43,5,84.38701793480215,27823,er__ember__seed_43.json,V15.4
EMBER,ER (standard),43,6,77.36909052363791,28302,er__ember__seed_43.json,V15.4
EMBER,ER (standard),43,7,85.76810929463028,30523,er__ember__seed_43.json,V15.4
EMBER,ER (standard),43,8,81.36046961682364,31004,er__ember__seed_43.json,V15.4
EMBER,ER (standard),43,9,82.03954017180394,31664,er__ember__seed_43.json,V15.4
EMBER,ER (standard),43,10,83.54138192862567,32925,er__ember__seed_43.json,V15.4
EMBER,ER (standard),43,11,80.69962022311891,33704,er__ember__seed_43.json,V15.4
EMBER,ER (standard),44,1,92.98405466970388,15365,er__ember__seed_44.json,V15.4
EMBER,ER (standard),44,2,82.97198132088059,17988,er__ember__seed_44.json,V15.4
EMBER,ER (standard),44,3,84.07224121218306,19601,er__ember__seed_44.json,V15.4
EMBER,ER (standard),44,4,85.80034788511306,23571,er__ember__seed_44.json,V15.4
EMBER,ER (standard),44,5,85.22920203735144,24738,er__ember__seed_44.json,V15.4
EMBER,ER (standard),44,6,85.18953174510034,25563,er__ember__seed_44.json,V15.4
EMBER,ER (standard),44,7,84.00180770534404,26553,er__ember__seed_44.json,V15.4
EMBER,ER (standard),44,8,78.43566021867116,29725,er__ember__seed_44.json,V15.4
EMBER,ER (standard),44,9,81.04438468943997,30123,er__ember__seed_44.json,V15.4
EMBER,ER (standard),44,10,82.26357889304606,31004,er__ember__seed_44.json,V15.4
EMBER,ER (standard),44,11,81.67576548777593,33704,er__ember__seed_44.json,V15.4
EMBER,ER (standard),45,1,91.87758637282263,20782,er__ember__seed_45.json,V15.4
EMBER,ER (standard),45,2,85.94902436747269,21422,er__ember__seed_45.json,V15.4
EMBER,ER (standard),45,3,87.2103466858272,22268,er__ember__seed_45.json,V15.4
EMBER,ER (standard),45,4,85.21580193577867,24073,er__ember__seed_45.json,V15.4
EMBER,ER (standard),45,5,85.97836239103363,25696,er__ember__seed_45.json,V15.4
EMBER,ER (standard),45,6,81.69383335233101,26319,er__ember__seed_45.json,V15.4
EMBER,ER (standard),45,7,84.21149189109856,27254,er__ember__seed_45.json,V15.4
EMBER,ER (standard),45,8,84.75611825803605,29461,er__ember__seed_45.json,V15.4
EMBER,ER (standard),45,9,80.0361663652803,30415,er__ember__seed_45.json,V15.4
EMBER,ER (standard),45,10,84.02158985659992,31311,er__ember__seed_45.json,V15.4
EMBER,ER (standard),45,11,82.8239971516734,33704,er__ember__seed_45.json,V15.4
EMBER,ER (standard),46,1,91.75777453838678,16464,er__ember__seed_46.json,V15.4
EMBER,ER (standard),46,2,87.62084909625894,19032,er__ember__seed_46.json,V15.4
EMBER,ER (standard),46,3,86.34980988593156,23670,er__ember__seed_46.json,V15.4
EMBER,ER (standard),46,4,85.97388556220892,24048,er__ember__seed_46.json,V15.4
EMBER,ER (standard),46,5,87.14000797766255,25070,er__ember__seed_46.json,V15.4
EMBER,ER (standard),46,6,76.56255590139888,27951,er__ember__seed_46.json,V15.4
EMBER,ER (standard),46,7,80.477637250053,28306,er__ember__seed_46.json,V15.4
EMBER,ER (standard),46,8,80.27346433970042,29108,er__ember__seed_46.json,V15.4
EMBER,ER (standard),46,9,82.53046099736214,31844,er__ember__seed_46.json,V15.4
EMBER,ER (standard),46,10,80.48564986899032,32822,er__ember__seed_46.json,V15.4
EMBER,ER (standard),46,11,82.48872537384287,33704,er__ember__seed_46.json,V15.4
EMBER,ER (standard),47,1,93.55465587044534,18525,er__ember__seed_47.json,V15.4
EMBER,ER (standard),47,2,87.19302742886438,19505,er__ember__seed_47.json,V15.4
EMBER,ER (standard),47,3,82.34737126882496,22178,er__ember__seed_47.json,V15.4
EMBER,ER (standard),47,4,78.41450953678473,23488,er__ember__seed_47.json,V15.4
EMBER,ER (standard),47,5,80.75546079890583,24859,er__ember__seed_47.json,V15.4
EMBER,ER (standard),47,6,81.61415623651274,27804,er__ember__seed_47.json,V15.4
EMBER,ER (standard),47,7,80.03728718165189,28428,er__ember__seed_47.json,V15.4
EMBER,ER (standard),47,8,79.48318804483188,28908,er__ember__seed_47.json,V15.4
EMBER,ER (standard),47,9,79.80998433562624,29366,er__ember__seed_47.json,V15.4
EMBER,ER (standard),47,10,79.84330721786964,29995,er__ember__seed_47.json,V15.4
EMBER,ER (standard),47,11,83.8001424163304,33704,er__ember__seed_47.json,V15.4
EMBER,ER (standard),48,1,92.88329265586864,18028,er__ember__seed_48.json,V15.4
EMBER,ER (standard),48,2,84.52609407910133,21365,er__ember__seed_48.json,V15.4
EMBER,ER (standard),48,3,85.93073593073593,22638,er__ember__seed_48.json,V15.4
EMBER,ER (standard),48,4,84.0150426772585,23666,er__ember__seed_48.json,V15.4
EMBER,ER (standard),48,5,80.95238095238095,24234,er__ember__seed_48.json,V15.4
EMBER,ER (standard),48,6,78.96313818253499,25365,er__ember__seed_48.json,V15.4
EMBER,ER (standard),48,7,83.44838049002503,26366,er__ember__seed_48.json,V15.4
EMBER,ER (standard),48,8,82.26730397343745,27407,er__ember__seed_48.json,V15.4
EMBER,ER (standard),48,9,82.50571652844613,29301,er__ember__seed_48.json,V15.4
EMBER,ER (standard),48,10,78.83417085427136,29850,er__ember__seed_48.json,V15.4
EMBER,ER (standard),48,11,82.96047946831237,33704,er__ember__seed_48.json,V15.4
EMBER,ER (standard),49,1,92.86715737819839,17118,er__ember__seed_49.json,V15.4
EMBER,ER (standard),49,2,79.13280428339229,20918,er__ember__seed_49.json,V15.4
EMBER,ER (standard),49,3,85.75806663456066,22841,er__ember__seed_49.json,V15.4
EMBER,ER (standard),49,4,80.58192323565827,24230,er__ember__seed_49.json,V15.4
EMBER,ER (standard),49,5,82.35694822888283,24956,er__ember__seed_49.json,V15.4
EMBER,ER (standard),49,6,82.49659287634904,27149,er__ember__seed_49.json,V15.4
EMBER,ER (standard),49,7,83.0166055012536,27521,er__ember__seed_49.json,V15.4
EMBER,ER (standard),49,8,83.32158217584433,28366,er__ember__seed_49.json,V15.4
EMBER,ER (standard),49,9,83.90389395194697,30175,er__ember__seed_49.json,V15.4
EMBER,ER (standard),49,10,81.43055341452134,32435,er__ember__seed_49.json,V15.4
EMBER,ER (standard),49,11,82.63707571801567,33704,er__ember__seed_49.json,V15.4
EMBER,ER (standard),50,1,94.64660601819455,14290,er__ember__seed_50.json,V15.4
EMBER,ER (standard),50,2,87.5086309710627,15931,er__ember__seed_50.json,V15.4
EMBER,ER (standard),50,3,87.08397999655114,17397,er__ember__seed_50.json,V15.4
EMBER,ER (standard),50,4,88.15532172455536,21478,er__ember__seed_50.json,V15.4
EMBER,ER (standard),50,5,83.86426898776124,22633,er__ember__seed_50.json,V15.4
EMBER,ER (standard),50,6,85.87558401107458,23116,er__ember__seed_50.json,V15.4
EMBER,ER (standard),50,7,81.26041319560147,24008,er__ember__seed_50.json,V15.4
EMBER,ER (standard),50,8,82.53445403604422,26412,er__ember__seed_50.json,V15.4
EMBER,ER (standard),50,9,83.12653371582623,28933,er__ember__seed_50.json,V15.4
EMBER,ER (standard),50,10,66.47073305841079,32494,er__ember__seed_50.json,V15.4
EMBER,ER (standard),50,11,81.80334678376454,33704,er__ember__seed_50.json,V15.4
EMBER,ER (standard),51,1,94.9903554698264,18145,er__ember__seed_51.json,V15.4
EMBER,ER (standard),51,2,63.39818917356964,20764,er__ember__seed_51.json,V15.4
EMBER,ER (standard),51,3,85.0441707104641,24111,er__ember__seed_51.json,V15.4
EMBER,ER (standard),51,4,86.61523244312562,25275,er__ember__seed_51.json,V15.4
EMBER,ER (standard),51,5,87.08752847798927,27214,er__ember__seed_51.json,V15.4
EMBER,ER (standard),51,6,84.30556560758487,27634,er__ember__seed_51.json,V15.4
EMBER,ER (standard),51,7,86.20290465165228,28506,er__ember__seed_51.json,V15.4
EMBER,ER (standard),51,8,82.83110298129071,31161,er__ember__seed_51.json,V15.4
EMBER,ER (standard),51,9,82.88408864541833,32128,er__ember__seed_51.json,V15.4
EMBER,ER (standard),51,10,79.40014586118876,32908,er__ember__seed_51.json,V15.4
EMBER,ER (standard),51,11,82.94564443389508,33704,er__ember__seed_51.json,V15.4
