class_id,class_label,precision,recall,f1_score,support
0,83,0.16037735849056603,0.2786885245901639,0.20359281437125748,61
1,53,0.9185185185185185,0.992,0.9538461538461539,125
2,70,0.8142857142857143,0.8260869565217391,0.8201438848920863,69
3,45,0.6172839506172839,0.7194244604316546,0.6644518272425248,139
4,44,0.8520408163265306,0.9597701149425287,0.9027027027027027,174
5,39,0.9595375722543352,0.9822485207100592,0.9707602339181286,169
6,22,0.4507042253521127,0.27507163323782235,0.3416370106761566,349
7,80,0.9841269841269841,1.0,0.9919999999999999,62
8,10,0.6741935483870968,0.2542579075425791,0.36925795053003535,822
9,0,0.9974518686296716,0.9794273005282179,0.988357413381961,3597
10,18,0.905811623246493,0.9576271186440678,0.9309989701338826,472
11,30,0.8673469387755102,0.7296137339055794,0.7925407925407925,233
12,73,0.8051948051948052,1.0,0.8920863309352518,62
13,33,0.8042328042328042,0.8941176470588236,0.8467966573816157,170
14,90,0.8405797101449275,0.9508196721311475,0.8923076923076922,61
15,4,0.9821208384710234,0.9487790351399643,0.9651620720993638,1679
16,76,0.8472222222222222,1.0,0.9172932330827067,61
17,77,1.0,1.0,1.0,81
18,12,1.0,0.9801699716713881,0.9899856938483548,706
19,31,0.6847826086956522,0.7620967741935484,0.7213740458015269,248
20,55,0.6044776119402985,0.7232142857142857,0.6585365853658536,112
21,88,0.9473684210526315,1.0,0.972972972972973,54
22,26,0.9321266968325792,0.6821192052980133,0.7877629063097515,302
23,42,0.4414715719063545,0.9230769230769231,0.5972850678733032,143
24,69,0.9358974358974359,0.9864864864864865,0.9605263157894737,74
25,15,0.9758308157099698,0.6916488222698073,0.8095238095238095,467
26,40,0.8928571428571429,0.8823529411764706,0.8875739644970414,170
27,96,0.5416666666666666,0.8863636363636364,0.6724137931034482,44
28,9,0.9890470974808324,0.9793926247288504,0.9841961852861036,922
29,72,0.9473684210526315,0.9473684210526315,0.9473684210526315,76
30,11,0.9496503496503497,0.8403465346534653,0.891661195009849,808
31,47,0.9929577464788732,1.0,0.9964664310954063,141
32,85,0.3888888888888889,0.84,0.5316455696202531,50
33,28,0.46774193548387094,0.30526315789473685,0.36942675159235666,285
34,93,0.4810126582278481,0.8444444444444444,0.6129032258064516,45
35,5,0.9754948162111216,0.7293868921775899,0.8346774193548386,1419
36,66,0.8227848101265823,0.7222222222222222,0.7692307692307693,90
37,65,0.9591836734693877,0.9791666666666666,0.9690721649484536,96
38,35,0.8716577540106952,0.844559585492228,0.8578947368421053,193
39,16,0.9525691699604744,0.9836734693877551,0.9678714859437751,490
40,49,0.23728813559322035,0.28378378378378377,0.2584615384615384,148
41,34,0.6280701754385964,0.8689320388349514,0.7291242362525456,206
42,7,0.996524761077324,0.9905008635578584,0.9935036812472933,1158
43,95,0.7872340425531915,0.9487179487179487,0.8604651162790696,39
44,27,0.5866336633663366,0.8172413793103448,0.6829971181556195,290
45,19,0.9247572815533981,0.9071428571428571,0.9158653846153846,420
46,81,0.08661417322834646,0.4782608695652174,0.14666666666666667,46
47,25,0.7366666666666667,0.6758409785932722,0.7049441786283891,327
48,62,0.970873786407767,0.9803921568627451,0.975609756097561,102
49,13,0.9056603773584906,0.46601941747572817,0.6153846153846154,618
50,24,0.9580645161290322,0.9611650485436893,0.9596122778675283,309
51,3,0.8805834092980857,0.518796992481203,0.652923284893545,1862
52,17,0.9958847736625515,0.9918032786885246,0.9938398357289527,488
53,38,0.6129032258064516,0.6551724137931034,0.6333333333333333,174
54,8,0.8856877323420075,0.8671519563239308,0.8763218390804598,1099
55,78,0.6868686868686869,0.9066666666666666,0.7816091954022988,75
56,6,0.941747572815534,0.8188795088257866,0.8760262725779967,1303
57,64,0.5242718446601942,0.6136363636363636,0.5654450261780105,88
58,36,0.8571428571428571,0.9387755102040817,0.8961038961038961,147
59,89,0.9322033898305084,0.9166666666666666,0.9243697478991596,60
60,56,0.1894273127753304,0.3333333333333333,0.24157303370786515,129
61,99,0.3625,0.8285714285714286,0.5043478260869566,35
62,54,0.9910714285714286,1.0,0.9955156950672646,111
63,43,0.2253968253968254,0.5,0.31072210065645517,142
64,50,0.9548872180451128,1.0,0.9769230769230769,127
65,67,0.4032258064516129,0.8823529411764706,0.5535055350553505,85
66,46,0.6473988439306358,0.8057553956834532,0.717948717948718,139
67,68,0.3,0.6986301369863014,0.4197530864197531,73
68,61,0.8611111111111112,0.8230088495575221,0.8416289592760181,113
69,97,0.4533333333333333,0.7555555555555555,0.5666666666666667,45
70,79,0.8656716417910447,0.9206349206349206,0.8923076923076922,63
71,41,0.8994413407821229,0.92,0.9096045197740114,175
72,58,0.8938053097345132,0.9619047619047619,0.926605504587156,105
73,48,0.10204081632653061,0.2097902097902098,0.13729977116704806,143
74,98,0.08208955223880597,0.22,0.11956521739130435,50
75,57,0.6691176470588235,0.7222222222222222,0.6946564885496183,126
76,75,0.7674418604651163,1.0,0.868421052631579,66
77,32,0.8372093023255814,0.9326424870466321,0.8823529411764707,193
78,94,0.26136363636363635,0.5111111111111111,0.34586466165413526,45
79,59,0.4606741573033708,0.845360824742268,0.5963636363636363,97
80,63,0.26991150442477874,0.5495495495495496,0.3620178041543027,111
81,84,0.9122807017543859,1.0,0.9541284403669724,52
82,37,0.302158273381295,0.5060240963855421,0.3783783783783784,166
83,29,0.8977777777777778,0.8782608695652174,0.887912087912088,230
84,1,0.9676392572944297,0.7715736040609137,0.8585549541068488,2364
85,52,0.9421487603305785,0.9661016949152542,0.9539748953974895,118
86,21,0.7020725388601037,0.7424657534246575,0.7217043941411451,365
87,2,0.8887476160203432,0.6635026103464642,0.7597826086956523,2107
88,23,0.9629629629629629,0.9483282674772037,0.9555895865237366,329
89,87,0.1523809523809524,0.5614035087719298,0.2397003745318352,57
90,91,0.6779661016949152,0.9523809523809523,0.7920792079207921,42
91,74,0.22674418604651161,0.6290322580645161,0.33333333333333337,62
92,86,0.2846715328467153,0.7647058823529411,0.4148936170212766,51
93,82,0.9577464788732394,1.0,0.9784172661870503,68
94,20,0.8923444976076556,0.9119804400977995,0.9020556227327691,409
95,60,0.30223880597014924,0.9204545454545454,0.4550561797752809,88
96,71,0.8571428571428571,0.9863013698630136,0.9171974522292993,73
97,14,0.3786008230452675,0.8662900188323918,0.5269186712485682,531
98,92,0.10029498525073746,0.7906976744186046,0.1780104712041885,43
99,51,0.32786885245901637,0.625,0.43010752688172044,96
macro_avg,macro_avg,0.7060245347380575,0.797917596643079,0.7277835130791821,33704
weighted_avg,weighted_avg,0.8586240141298005,0.7982732019938287,0.8126552491363538,33704
