class_label,accuracy
83,0.2786885245901639
53,0.992
70,0.8260869565217391
45,0.7194244604316546
44,0.9597701149425287
39,0.9822485207100592
22,0.27507163323782235
80,1.0
10,0.2542579075425791
0,0.9794273005282179
18,0.9576271186440678
30,0.7296137339055794
73,1.0
33,0.8941176470588236
90,0.9508196721311475
4,0.9487790351399643
76,1.0
77,1.0
12,0.9801699716713881
31,0.7620967741935484
55,0.7232142857142857
88,1.0
26,0.6821192052980133
42,0.9230769230769231
69,0.9864864864864865
15,0.6916488222698073
40,0.8823529411764706
96,0.8863636363636364
9,0.9793926247288504
72,0.9473684210526315
11,0.8403465346534653
47,1.0
85,0.84
28,0.30526315789473685
93,0.8444444444444444
5,0.7293868921775899
66,0.7222222222222222
65,0.9791666666666666
35,0.844559585492228
16,0.9836734693877551
49,0.28378378378378377
34,0.8689320388349514
7,0.9905008635578584
95,0.9487179487179487
27,0.8172413793103448
19,0.9071428571428571
81,0.4782608695652174
25,0.6758409785932722
62,0.9803921568627451
13,0.46601941747572817
24,0.9611650485436893
3,0.518796992481203
17,0.9918032786885246
38,0.6551724137931034
8,0.8671519563239308
78,0.9066666666666666
6,0.8188795088257866
64,0.6136363636363636
36,0.9387755102040817
89,0.9166666666666666
56,0.3333333333333333
99,0.8285714285714286
54,1.0
43,0.5
50,1.0
67,0.8823529411764706
46,0.8057553956834532
68,0.6986301369863014
61,0.8230088495575221
97,0.7555555555555555
79,0.9206349206349206
41,0.92
58,0.9619047619047619
48,0.2097902097902098
98,0.22
57,0.7222222222222222
75,1.0
32,0.9326424870466321
94,0.5111111111111111
59,0.845360824742268
63,0.5495495495495496
84,1.0
37,0.5060240963855421
29,0.8782608695652174
1,0.7715736040609137
52,0.9661016949152542
21,0.7424657534246575
2,0.6635026103464642
23,0.9483282674772037
87,0.5614035087719298
91,0.9523809523809523
74,0.6290322580645161
86,0.7647058823529411
82,1.0
20,0.9119804400977995
60,0.9204545454545454
71,0.9863013698630136
14,0.8662900188323918
92,0.7906976744186046
51,0.625
