class_label,accuracy
0,0.9354838709677419
1,1.0
62,0.8416666666666667
76,0.956
37,0.8482549317147192
99,0.6846846846846847
78,0.9431818181818182
38,0.8735632183908046
2,1.0
84,0.5562248995983936
60,0.8956521739130435
26,0.2912332838038633
69,0.9122807017543859
33,0.6086086086086087
51,0.9259259259259259
4,0.7966101694915254
92,0.9347079037800687
7,1.0
10,0.9894736842105263
74,0.9090909090909091
45,1.0
9,0.8775510204081632
20,1.0
18,0.9736842105263158
73,0.8498789346246973
19,0.8928571428571429
25,0.7857142857142857
21,0.9310344827586207
70,0.8115384615384615
23,0.8571428571428571
97,0.9850746268656716
90,0.6296296296296297
29,1.0
67,0.9285714285714286
5,0.492
82,0.9310344827586207
28,0.7712765957446809
43,0.12064965197215777
63,0.7867867867867868
66,0.9375
44,0.9
50,0.9565217391304348
58,1.0
55,0.8979591836734694
96,0.8402684563758389
27,0.8
39,0.98
22,1.0
80,1.0
71,1.0
41,0.9245283018867925
48,0.8979591836734694
47,0.6541666666666667
79,0.8868868868868869
52,0.9130434782608695
16,0.8947368421052632
54,0.8610567514677103
89,0.896774193548387
64,0.8095238095238095
59,0.9615384615384616
13,0.9811320754716981
49,0.9420289855072463
83,0.8556701030927835
40,0.9439252336448598
11,1.0
42,0.6222222222222222
6,0.7427427427427428
77,0.4
94,0.5425425425425425
86,1.0
93,0.5475475475475475
31,0.674
36,1.0
88,0.8105263157894737
56,0.731974921630094
98,1.0
91,1.0
17,0.9228486646884273
81,0.9655172413793104
24,0.9540229885057471
34,0.5925925925925926
12,0.9354838709677419
87,1.0
8,0.9466019417475728
46,0.3989962358845671
72,0.9159159159159159
57,0.9523809523809523
53,1.0
14,0.1135678391959799
65,0.9550561797752809
15,1.0
68,1.0
35,0.4745762711864407
85,0.9090909090909091
61,0.687374749498998
95,0.9382716049382716
32,0.6740220661985958
3,0.932
30,0.9393939393939394
75,0.9056603773584906
