accuracy,class_id
0.9584569732937686,0
0.7037037037037037,1
0.5065065065065065,2
1.0,3
0.5365365365365365,4
0.502,5
0.8620689655172413,6
0.08844221105527639,7
0.9439252336448598,8
0.7520833333333333,9
1.0,10
1.0,11
0.8958958958958959,12
0.9312714776632303,13
1.0,14
1.0,15
1.0,16
0.9,17
0.9652173913043478,18
0.9354838709677419,19
0.9655172413793104,20
0.9354838709677419,21
0.9302013422818792,22
0.9655172413793104,23
1.0,24
0.9473684210526315,25
0.9549902152641878,26
0.91350531107739,27
0.7051153460381143,28
0.9393939393939394,29
0.9574468085106383,30
0.533249686323714,31
0.8840579710144928,32
0.6904761904761905,33
1.0,34
0.92,35
0.6105263157894737,36
0.9772727272727273,37
0.6482965931863728,38
0.9090909090909091,39
0.9076923076923077,40
0.9772727272727273,41
0.868421052631579,42
0.583,43
1.0,44
1.0,45
0.648936170212766,46
1.0,47
0.9565217391304348,48
0.3699851411589896,49
0.74,50
0.9142857142857143,51
1.0,52
1.0,53
0.935064935064935,54
0.883,55
0.47096774193548385,56
1.0,57
0.9655172413793104,58
0.9056603773584906,59
0.7304075235109718,60
0.6814814814814815,61
1.0,62
1.0,63
0.060324825986078884,64
0.9285714285714286,65
0.9827586206896551,66
0.8,67
0.5875875875875876,68
0.9047619047619048,69
0.9591836734693877,70
0.8144329896907216,71
0.527542372881356,72
0.5423728813559322,73
0.96875,74
0.6190476190476191,75
0.7037037037037037,76
0.7021791767554479,77
0.8843537414965986,78
1.0,79
0.5592369477911646,80
0.9433962264150944,81
0.8765432098765432,82
0.9565217391304348,83
0.9775280898876404,84
0.8695652173913043,85
0.8775510204081632,86
1.0,87
0.9850746268656716,88
0.7767767767767768,89
0.6656656656656657,90
0.9230769230769231,91
0.9560439560439561,92
1.0,93
1.0,94
0.975975975975976,95
0.9951456310679612,96
0.9583333333333334,97
0.990990990990991,98
0.9777777777777777,99
