accuracy,class_id
0.8888888888888888,0
0.7315010570824524,1
0.9863013698630136,2
0.9815618221258134,3
0.8824257425742574,4
0.9206349206349206,5
0.9864864864864865,6
0.827115559599636,7
0.8762886597938144,8
0.4864864864864865,9
0.9881656804733728,10
1.0,11
0.84,12
0.9901960784313726,13
1.0,14
0.9918032786885246,15
0.9318181818181818,16
0.7964601769911505,17
0.9870550161812298,18
1.0,19
0.9470588235294117,20
0.9493746277546159,21
0.92,22
0.29508196721311475,23
0.37209302325581395,24
0.9058823529411765,25
0.28,26
0.2615571776155718,27
0.9235294117647059,28
0.7471264367816092,29
1.0,30
0.941320293398533,31
0.9848024316109423,32
0.8024534686971235,33
0.9485714285714286,34
1.0,35
0.9380952380952381,36
0.864406779661017,37
0.8222222222222222,38
0.9585492227979274,39
0.95,40
0.8125,41
0.6549295774647887,42
0.7078410311493019,43
0.8571428571428571,44
0.9119170984455959,45
0.9870466321243523,46
0.9455782312925171,47
1.0,48
0.9487179487179487,49
0.8149027052681538,50
0.7380952380952381,51
0.6655629139072847,52
0.9895833333333334,53
0.9971671388101983,54
1.0,55
1.0,56
0.31805157593123207,57
1.0,58
0.46601941747572817,59
0.9712643678160919,60
0.5,61
0.9857142857142858,62
1.0,63
0.5964912280701754,64
0.532258064516129,65
0.3581081081081081,66
0.8461538461538461,67
0.697841726618705,68
0.9868421052631579,69
0.9318181818181818,70
0.7172413793103448,71
0.9508196721311475,72
0.4709480122324159,73
0.684931506849315,74
1.0,75
1.0,76
0.9766949152542372,77
0.7666666666666667,78
0.7296137339055794,79
0.9464668094218416,80
0.9904761904761905,81
0.41403508771929826,82
0.6,83
0.8129496402877698,84
0.5443548387096774,85
0.7058823529411765,86
0.9616270145817345,87
0.8913043478260869,88
1.0,89
0.9466019417475728,90
0.7674418604651163,91
0.9420289855072463,92
0.7045454545454546,93
0.3356643356643357,94
0.9523809523809523,95
0.8767123287671232,96
0.8043478260869565,97
0.96875,98
0.9924937447873228,99
