accuracy,class_id
1.0,0
0.18793503480278423,1
1.0,2
0.8762886597938144,3
0.9545454545454546,4
0.9404761904761905,5
1.0,6
0.4406779661016949,7
0.9329329329329329,8
0.9056603773584906,9
0.93993993993994,10
0.9714285714285714,11
0.520702634880803,12
0.7777777777777778,13
0.774294670846395,14
1.0,15
0.76875,16
0.9629629629629629,17
0.967741935483871,18
0.9850746268656716,19
0.9887640449438202,20
0.9435483870967742,21
0.7372116349047142,22
0.9310344827586207,23
0.9375,24
0.07738693467336684,25
0.9310344827586207,26
1.0,27
1.0,28
0.935064935064935,29
0.8805555555555555,30
0.5895895895895896,31
0.9591836734693877,32
0.8395061728395061,33
0.399702823179792,34
1.0,35
1.0,36
1.0,37
0.776,38
0.9076923076923077,39
1.0,40
0.9130434782608695,41
0.9433962264150944,42
0.975,43
0.7142857142857143,44
0.6586586586586587,45
0.9393939393939394,46
1.0,47
0.9615384615384616,48
1.0,49
0.9420289855072463,50
1.0,51
0.9560439560439561,52
0.26,53
1.0,54
0.896551724137931,55
0.9563106796116505,56
1.0,57
1.0,58
0.911,59
0.9940652818991098,60
0.9183673469387755,61
0.9393939393939394,62
1.0,63
0.6296296296296297,64
0.7304609218436874,65
0.9555555555555556,66
0.935064935064935,67
0.8518518518518519,68
0.9473684210526315,69
0.7337337337337337,70
1.0,71
0.7157894736842105,72
0.9099804305283757,73
0.9439252336448598,74
0.9712643678160919,75
0.9115646258503401,76
0.92,77
0.6967741935483871,78
0.6606606606606606,79
0.6488095238095238,80
0.8558558558558559,81
1.0,82
0.6444444444444445,83
0.9354838709677419,84
0.8,85
0.5508474576271186,86
1.0,87
0.6676706827309237,88
0.723404255319149,89
0.9217391304347826,90
0.9896907216494846,91
0.9650986342943855,92
0.6304347826086957,93
0.9655172413793104,94
0.8947368421052632,95
0.9824561403508771,96
0.9951573849878934,97
0.9959731543624161,98
0.9285714285714286,99
